category,code,shape_enc,shape_name,a,b,c,density,velocity_ms,velocity_cms,date,view,repeat
ABS C,C-9,0,Cylinder,5.333333333333333,3.266666666666667,0.0,1182.952505698218,0.0341,3.4099999999999997,30.10.2024,ANG,THIRD
ABS C,C-9,0,Cylinder,5.333333333333333,3.266666666666667,0.0,1182.952505698218,0.0298,2.98,30.10.2024,MAK,FIRST
ABS C,C-9,0,Cylinder,5.333333333333333,3.266666666666667,0.0,1182.952505698218,0.0288,2.88,30.10.2024,MAK,SECOND
ABS CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.037000000000000005,3.7000000000000006,30.10.2024,ANG,FIRST
ABS CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.0455,4.55,30.10.2024,ANG,SECOND
ABS CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.0475,4.75,30.10.2024,ANG,THIRD
ABS CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.031200000000000002,3.12,30.10.2024,MAK,FIRST
ABS CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.0359,3.5900000000000003,30.10.2024,MAK,SECOND
ABS CUBE,CUBE-11,2,Cube,3.0566666666666666,3.0766666666666667,3.1833333333333336,1018.8006074278507,0.0352,3.52,30.10.2024,ANG,FIRST
ABS CUBE,CUBE-11,2,Cube,3.0566666666666666,3.0766666666666667,3.1833333333333336,1018.8006074278507,0.0297,2.97,30.10.2024,MAK,FIRST
ABS CUBE,CUBE-3,2,Cube,3.11,3.0833333333333335,3.783333333333333,1047.4375107433168,0.042300000000000004,4.23,30.10.2024,ANG,FIRST
ABS CUBE,CUBE-3,2,Cube,3.11,3.0833333333333335,3.783333333333333,1047.4375107433168,0.043,4.3,30.10.2024,ANG,SECOND
ABS CUBE,CUBE-3,2,Cube,3.11,3.0833333333333335,3.783333333333333,1047.4375107433168,0.044800000000000006,4.48,30.10.2024,ANG,THIRD
ABS CUBE,CUBE-3,2,Cube,3.11,3.0833333333333335,3.783333333333333,1047.4375107433168,0.035699999999999996,3.5699999999999994,30.10.2024,MAK,FIRST
ABS CUBE,CUBE-3,2,Cube,3.11,3.0833333333333335,3.783333333333333,1047.4375107433168,0.0378,3.7800000000000002,30.10.2024,MAK,SECOND
ABS CUBE,CUBE-5,2,Cube,3.0700000000000003,3.0533333333333332,3.796666666666667,1039.6488087554087,0.037000000000000005,3.7000000000000006,30.10.2024,ANG,FIRST
ABS CUBE,CUBE-5,2,Cube,3.0700000000000003,3.0533333333333332,3.796666666666667,1039.6488087554087,0.0412,4.12,30.10.2024,ANG,SECOND
ABS CUBE,CUBE-5,2,Cube,3.0700000000000003,3.0533333333333332,3.796666666666667,1039.6488087554087,0.0438,4.38,30.10.2024,ANG,THIRD
ABS CUBE,CUBE-5,2,Cube,3.0700000000000003,3.0533333333333332,3.796666666666667,1039.6488087554087,0.037000000000000005,3.7000000000000006,30.10.2024,MAK,SECOND
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.0374,3.74,30.10.2024,ANG,FIRST
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.0369,3.6900000000000004,30.10.2024,ANG,SECOND
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.0388,3.88,30.10.2024,ANG,THIRD
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.025699999999999997,2.57,30.10.2024,MAK,FIRST
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.0319,3.19,30.10.2024,MAK,SECOND
ABS HC,HC-3,1,Half Cylinder,5.23,5.19,0.0,1117.5036553480402,0.0315,3.15,30.10.2024,ANG,FIRST
ABS HC,HC-3,1,Half Cylinder,5.23,5.19,0.0,1117.5036553480402,0.0302,3.02,30.10.2024,ANG,THIRD
ABS HC,HC-3,1,Half Cylinder,5.23,5.19,0.0,1117.5036553480402,0.0308,3.08,30.10.2024,MAK,FIRST
ABS HC,HC-5,1,Half Cylinder,5.16,5.25,0.0,1116.6912297209628,0.0294,2.94,30.10.2024,ANG,FIRST
ABS HC,HC-5,1,Half Cylinder,5.16,5.25,0.0,1116.6912297209628,0.0292,2.92,30.10.2024,ANG,THIRD
ABS HC,HC-5,1,Half Cylinder,5.16,5.25,0.0,1116.6912297209628,0.0271,2.71,30.10.2024,MAK,SECOND
ABS HC,HC-7,1,Half Cylinder,5.183333333333334,5.256666666666667,0.0,1141.1547117334012,0.030299999999999997,3.03,30.10.2024,ANG,SECOND
ABS HC,HC-7,1,Half Cylinder,5.183333333333334,5.256666666666667,0.0,1141.1547117334012,0.032400000000000005,3.2400000000000007,30.10.2024,ANG,THIRD
ABS HC,HC-9,1,Half Cylinder,5.256666666666667,5.333333333333333,0.0,1100.6620331881986,0.0305,3.05,30.10.2024,ANG,FIRST
ABS HC,HC-9,1,Half Cylinder,5.256666666666667,5.333333333333333,0.0,1100.6620331881986,0.0285,2.85,30.10.2024,ANG,SECOND
ABS HC,HC-9,1,Half Cylinder,5.256666666666667,5.333333333333333,0.0,1100.6620331881986,0.0317,3.17,30.10.2024,ANG,THIRD
ABS HC,HC-9,1,Half Cylinder,5.256666666666667,5.333333333333333,0.0,1100.6620331881986,0.0327,3.27,30.10.2024,MAK,FIRST
ABS HC,HC-9,1,Half Cylinder,5.256666666666667,5.333333333333333,0.0,1100.6620331881986,0.0246,2.46,30.10.2024,MAK,SECOND
PLA C,C-10,0,Cylinder,3.01,3.1633333333333336,0.0,1376.7922808301637,0.064,6.4,30.11.2024,ANG,FIRST
PLA C,C-10,0,Cylinder,3.01,3.1633333333333336,0.0,1376.7922808301637,0.060899999999999996,6.09,30.11.2024,ANG,SECOND
PLA C,C-10,0,Cylinder,3.01,3.1633333333333336,0.0,1376.7922808301637,0.065,6.5,30.11.2024,ANG,THIRD
PLA C,C-10,0,Cylinder,3.01,3.1633333333333336,0.0,1376.7922808301637,0.058899999999999994,5.89,30.11.2024,MAK,FIRST
PLA C,C-10,0,Cylinder,3.01,3.1633333333333336,0.0,1376.7922808301637,0.0542,5.42,30.11.2024,MAK,SECOND
PLA C,C-10,0,Cylinder,3.01,3.1633333333333336,0.0,1376.7922808301637,0.057699999999999994,5.77,30.11.2024,MAK,THIRD
PLA C,C-14,0,Cylinder,5.046666666666667,5.163333333333333,0.0,1304.8460557374005,0.0737,7.37,30.11.2024,ANG,FIRST
PLA C,C-14,0,Cylinder,5.046666666666667,5.163333333333333,0.0,1304.8460557374005,0.06559999999999999,6.559999999999999,30.11.2024,MAK,FIRST
PLA C,C-14,0,Cylinder,5.046666666666667,5.163333333333333,0.0,1304.8460557374005,0.0634,6.34,30.11.2024,MAK,SECOND
PLA C,C-17,0,Cylinder,5.003333333333333,5.223333333333334,0.0,1327.7343009704643,0.044199999999999996,4.42,30.11.2024,ANG,FIRST
PLA C,C-17,0,Cylinder,5.003333333333333,5.223333333333334,0.0,1327.7343009704643,0.0816,8.16,30.11.2024,ANG,SECOND
PLA C,C-17,0,Cylinder,5.003333333333333,5.223333333333334,0.0,1327.7343009704643,0.0839,8.39,30.11.2024,ANG,THIRD
PLA C,C-17,0,Cylinder,5.003333333333333,5.223333333333334,0.0,1327.7343009704643,0.0677,6.77,30.11.2024,MAK,THIRD
PLA C,C-18,0,Cylinder,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.0733,7.33,30.11.2024,ANG,FIRST
PLA C,C-18,0,Cylinder,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.048600000000000004,4.86,30.11.2024,ANG,SECOND
PLA C,C-18,0,Cylinder,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.0786,7.86,30.11.2024,ANG,THIRD
PLA C,C-18,0,Cylinder,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.06849999999999999,6.849999999999999,30.11.2024,MAK,FIRST
PLA C,C-18,0,Cylinder,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.0709,7.090000000000001,30.11.2024,MAK,SECOND
PLA C,C-18,0,Cylinder,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.0682,6.819999999999999,30.11.2024,MAK,THIRD
PLA C,C-22,0,Cylinder,3.0799999999999996,3.126666666666667,0.0,1286.2697627139228,0.0638,6.38,30.11.2024,ANG,FIRST
PLA C,C-22,0,Cylinder,3.0799999999999996,3.126666666666667,0.0,1286.2697627139228,0.067,6.7,30.11.2024,ANG,THIRD
PLA C,C-22,0,Cylinder,3.0799999999999996,3.126666666666667,0.0,1286.2697627139228,0.056600000000000004,5.66,30.11.2024,MAK,FIRST
PLA C,C-22,0,Cylinder,3.0799999999999996,3.126666666666667,0.0,1286.2697627139228,0.057800000000000004,5.78,30.11.2024,MAK,SECOND
PLA C,C-22,0,Cylinder,3.0799999999999996,3.126666666666667,0.0,1286.2697627139228,0.0581,5.81,30.11.2024,MAK,THIRD
PLA C,C-23,0,Cylinder,5.079999999999999,5.2299999999999995,0.0,1328.3740942968943,0.07690000000000001,7.690000000000001,30.11.2024,ANG,FIRST
PLA C,C-23,0,Cylinder,5.079999999999999,5.2299999999999995,0.0,1328.3740942968943,0.081,8.1,30.11.2024,ANG,SECOND
PLA C,C-23,0,Cylinder,5.079999999999999,5.2299999999999995,0.0,1328.3740942968943,0.0733,7.33,30.11.2024,ANG,THIRD
PLA C,C-23,0,Cylinder,5.079999999999999,5.2299999999999995,0.0,1328.3740942968943,0.0711,7.109999999999999,30.11.2024,MAK,FIRST
PLA C,C-23,0,Cylinder,5.079999999999999,5.2299999999999995,0.0,1328.3740942968943,0.067,6.7,30.11.2024,MAK,THIRD
PLA C,C-24,0,Cylinder,5.079999999999999,5.11,0.0,1383.2933822923117,0.06480000000000001,6.480000000000001,30.11.2024,MAK,FIRST
PLA C,C-26,0,Cylinder,3.0366666666666666,3.1533333333333338,0.0,1378.0519705812108,0.0721,7.21,30.11.2024,ANG,FIRST
PLA C,C-26,0,Cylinder,3.0366666666666666,3.1533333333333338,0.0,1378.0519705812108,0.0672,6.72,30.11.2024,ANG,SECOND
PLA C,C-26,0,Cylinder,3.0366666666666666,3.1533333333333338,0.0,1378.0519705812108,0.0727,7.2700000000000005,30.11.2024,ANG,THIRD
PLA C,C-26,0,Cylinder,3.0366666666666666,3.1533333333333338,0.0,1378.0519705812108,0.0662,6.619999999999999,30.11.2024,MAK,FIRST
PLA C,C-26,0,Cylinder,3.0366666666666666,3.1533333333333338,0.0,1378.0519705812108,0.0658,6.58,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.0635,6.35,30.11.2024,ANG,FIRST
PLA CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.0639,6.39,30.11.2024,ANG,SECOND
PLA CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.0667,6.67,30.11.2024,ANG,THIRD
PLA CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.0581,5.81,30.11.2024,MAK,FIRST
PLA CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.053899999999999997,5.39,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,0.056799999999999996,5.68,30.11.2024,MAK,THIRD
PLA CUBE,CUBE-13,2,Cube,3.0966666666666662,3.1233333333333335,1.0833333333333333,1059.3709927290636,0.0379,3.7900000000000005,30.11.2024,ANG,FIRST
PLA CUBE,CUBE-13,2,Cube,3.0966666666666662,3.1233333333333335,1.0833333333333333,1059.3709927290636,0.0374,3.74,30.11.2024,ANG,SECOND
PLA CUBE,CUBE-13,2,Cube,3.0966666666666662,3.1233333333333335,1.0833333333333333,1059.3709927290636,0.0373,3.73,30.11.2024,ANG,THIRD
PLA CUBE,CUBE-13,2,Cube,3.0966666666666662,3.1233333333333335,1.0833333333333333,1059.3709927290636,0.030299999999999997,3.03,30.11.2024,MAK,THIRD
PLA CUBE,CUBE-16,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035675,0.0471,4.71,30.11.2024,ANG,SECOND
PLA CUBE,CUBE-16,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035675,0.0662,6.619999999999999,30.11.2024,ANG,THIRD
PLA CUBE,CUBE-16,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035675,0.06480000000000001,6.480000000000001,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-16,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035675,0.0622,6.22,30.11.2024,MAK,THIRD
PLA CUBE,CUBE-18,2,Cube,5.07,5.066666666666666,5.113333333333333,1071.9345210421966,0.0677,6.77,30.11.2024,ANG,FIRST
PLA CUBE,CUBE-18,2,Cube,5.07,5.066666666666666,5.113333333333333,1071.9345210421966,0.067,6.7,30.11.2024,ANG,THIRD
PLA CUBE,CUBE-18,2,Cube,5.07,5.066666666666666,5.113333333333333,1071.9345210421966,0.0672,6.72,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-20,2,Cube,5.063333333333333,5.043333333333333,5.180000000000001,1028.9023828473678,0.0603,6.03,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-21,2,Cube,3.1533333333333338,3.1300000000000003,1.0933333333333335,1047.156602238975,0.0431,4.31,30.11.2024,ANG,FIRST
PLA CUBE,CUBE-21,2,Cube,3.1533333333333338,3.1300000000000003,1.0933333333333335,1047.156602238975,0.039900000000000005,3.9900000000000007,30.11.2024,ANG,SECOND
PLA CUBE,CUBE-21,2,Cube,3.1533333333333338,3.1300000000000003,1.0933333333333335,1047.156602238975,0.0416,4.16,30.11.2024,ANG,THIRD
PLA CUBE,CUBE-21,2,Cube,3.1533333333333338,3.1300000000000003,1.0933333333333335,1047.156602238975,0.030600000000000002,3.06,30.11.2024,MAK,FIRST
PLA CUBE,CUBE-21,2,Cube,3.1533333333333338,3.1300000000000003,1.0933333333333335,1047.156602238975,0.0286,2.86,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-21,2,Cube,3.1533333333333338,3.1300000000000003,1.0933333333333335,1047.156602238975,0.0366,3.66,30.11.2024,MAK,THIRD
PLA CUBE,CUBE-22,2,Cube,3.11,3.06,3.1533333333333338,1046.3523424230025,0.0642,6.419999999999999,30.11.2024,ANG,FIRST
PLA CUBE,CUBE-22,2,Cube,3.11,3.06,3.1533333333333338,1046.3523424230025,0.0641,6.41,30.11.2024,ANG,SECOND
PLA CUBE,CUBE-22,2,Cube,3.11,3.06,3.1533333333333338,1046.3523424230025,0.0639,6.39,30.11.2024,ANG,THIRD
PLA CUBE,CUBE-22,2,Cube,3.11,3.06,3.1533333333333338,1046.3523424230025,0.0562,5.62,30.11.2024,MAK,FIRST
PLA CUBE,CUBE-22,2,Cube,3.11,3.06,3.1533333333333338,1046.3523424230025,0.0602,6.02,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-22,2,Cube,3.11,3.06,3.1533333333333338,1046.3523424230025,0.0576,5.76,30.11.2024,MAK,THIRD
PLA CUBE,CUBE-24,2,Cube,3.126666666666667,3.11,1.1300000000000001,1019.2896315735155,0.0395,3.95,30.11.2024,ANG,FIRST
PLA CUBE,CUBE-24,2,Cube,3.126666666666667,3.11,1.1300000000000001,1019.2896315735155,0.0415,4.15,30.11.2024,ANG,SECOND
PLA CUBE,CUBE-24,2,Cube,3.126666666666667,3.11,1.1300000000000001,1019.2896315735155,0.04019999999999999,4.02,30.11.2024,ANG,THIRD
PLA CUBE,CUBE-24,2,Cube,3.126666666666667,3.11,1.1300000000000001,1019.2896315735155,0.0368,3.6799999999999997,30.11.2024,MAK,FIRST
PLA CUBE,CUBE-24,2,Cube,3.126666666666667,3.11,1.1300000000000001,1019.2896315735155,0.0354,3.54,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-26,2,Cube,5.01,5.01,5.193333333333334,1082.4438153740252,0.068,6.800000000000001,30.11.2024,ANG,FIRST
PLA CUBE,CUBE-8,2,Cube,5.206666666666666,5.156666666666666,5.052333333333333,1093.989292299615,0.0755,7.55,30.11.2024,ANG,SECOND
PLA CUBE,CUBE-8,2,Cube,5.206666666666666,5.156666666666666,5.052333333333333,1093.989292299615,0.0746,7.46,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.069,6.9,30.11.2024,ANG,FIRST
PLA CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.0716,7.16,30.11.2024,ANG,SECOND
PLA CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.0704,7.04,30.11.2024,ANG,THIRD
PLA CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.0632,6.32,30.11.2024,MAK,FIRST
PLA CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.0643,6.43,30.11.2024,MAK,SECOND
PLA CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,0.061900000000000004,6.19,30.11.2024,MAK,THIRD
BSP,BSP-12,4,Box Shape Prism,4.786666666666666,3.8266666666666667,2.8466666666666662,1112.3400108434828,0.0588,5.88,9.12.23,ANG,FIRST
BSP,BSP-12,4,Box Shape Prism,4.786666666666666,3.8266666666666667,2.8466666666666662,1112.3400108434828,0.0556,5.56,9.12.23,ANG,SECOND
BSP,BSP-12,4,Box Shape Prism,4.786666666666666,3.8266666666666667,2.8466666666666662,1112.3400108434828,0.059500000000000004,5.95,9.12.23,ANG,THIRD
BSP,BSP-17,4,Box Shape Prism,4.833333333333333,4.816666666666666,2.8666666666666667,1123.8043969887592,0.0613,6.13,9.12.23,ANG,FIRST
BSP,BSP-17,4,Box Shape Prism,4.833333333333333,4.816666666666666,2.8666666666666667,1123.8043969887592,0.0583,5.83,9.12.23,ANG,THIRD
BSP,BSP-17,4,Box Shape Prism,4.833333333333333,4.816666666666666,2.8666666666666667,1123.8043969887592,0.053899999999999997,5.39,9.12.23,MAK,THIRD
BSP,BSP-28,4,Box Shape Prism,3.84,2.8666666666666667,2.7833333333333337,1142.3374181868821,0.0545,5.45,9.12.23,ANG,FIRST
BSP,BSP-28,4,Box Shape Prism,3.84,2.8666666666666667,2.7833333333333337,1142.3374181868821,0.0555,5.55,9.12.23,ANG,SECOND
BSP,BSP-28,4,Box Shape Prism,3.84,2.8666666666666667,2.7833333333333337,1142.3374181868821,0.056600000000000004,5.66,9.12.23,ANG,THIRD
BSP,BSP-28,4,Box Shape Prism,3.84,2.8666666666666667,2.7833333333333337,1142.3374181868821,0.0504,5.04,9.12.23,MAK,THIRD
BSP,BSP-29,4,Box Shape Prism,2.8166666666666664,2.3200000000000003,1.7933333333333332,1109.3252344373993,0.049,4.9,9.12.23,ANG,FIRST
BSP,BSP-29,4,Box Shape Prism,2.8166666666666664,2.3200000000000003,1.7933333333333332,1109.3252344373993,0.04769999999999999,4.77,9.12.23,ANG,SECOND
BSP,BSP-29,4,Box Shape Prism,2.8166666666666664,2.3200000000000003,1.7933333333333332,1109.3252344373993,0.0481,4.81,9.12.23,ANG,THIRD
BSP,BSP-31,4,Box Shape Prism,2.3233333333333337,1.7966666666666666,1.7466666666666668,1056.0917720281186,0.053200000000000004,5.32,9.12.23,ANG,FIRST
BSP,BSP-31,4,Box Shape Prism,2.3233333333333337,1.7966666666666666,1.7466666666666668,1056.0917720281186,0.036000000000000004,3.6000000000000005,9.12.23,ANG,SECOND
C,C-15,0,Cylinder,2.813333333333333,2.9066666666666667,0.0,1429.482626045254,0.0552,5.52,9.12.23,ANG,SECOND
C,C-15,0,Cylinder,2.813333333333333,2.9066666666666667,0.0,1429.482626045254,0.0546,5.46,9.12.23,ANG,THIRD
C,C-16,0,Cylinder,2.8066666666666666,2.89,0.0,1399.6415848421786,0.0366,3.66,9.12.23,ANG,FIRST
C,C-16,0,Cylinder,2.8066666666666666,2.89,0.0,1399.6415848421786,0.0493,4.93,9.12.23,MAK,FIRST
C,C-25,0,Cylinder,4.77,2.8466666666666662,0.0,1426.340059770645,0.0678,6.78,9.12.23,ANG,FIRST
C,C-25,0,Cylinder,4.77,2.8466666666666662,0.0,1426.340059770645,0.057999999999999996,5.8,9.12.23,ANG,SECOND
C,C-25,0,Cylinder,4.77,2.8466666666666662,0.0,1426.340059770645,0.057,5.7,9.12.23,ANG,THIRD
C,C-25,0,Cylinder,4.77,2.8466666666666662,0.0,1426.340059770645,0.060899999999999996,6.09,9.12.23,MAK,FIRST
C,C-25,0,Cylinder,4.77,2.8466666666666662,0.0,1426.340059770645,0.05,5.0,9.12.23,MAK,SECOND
C,C-27,0,Cylinder,4.813333333333333,2.856666666666667,0.0,1394.1934659589124,0.0557,5.57,9.12.23,ANG,FIRST
C,C-27,0,Cylinder,4.813333333333333,2.856666666666667,0.0,1394.1934659589124,0.0675,6.75,9.12.23,ANG,SECOND
C,C-27,0,Cylinder,4.813333333333333,2.856666666666667,0.0,1394.1934659589124,0.0375,3.75,9.12.23,ANG,THIRD
C,C-27,0,Cylinder,4.813333333333333,2.856666666666667,0.0,1394.1934659589124,0.0507,5.07,9.12.23,MAK,FIRST
C,C-27,0,Cylinder,4.813333333333333,2.856666666666667,0.0,1394.1934659589124,0.0571,5.71,9.12.23,MAK,THIRD
C,C-29,0,Cylinder,2.8299999999999996,1.0266666666666666,0.0,1476.0484037103697,0.0301,3.01,9.12.23,MAK,SECOND
HC,HC-16,1,Half Cylinder,3.7733333333333334,1.8633333333333333,0.0,1121.506455629814,0.0252,2.52,9.12.23,ANG,FIRST
HC,HC-22,1,Half Cylinder,3.6633333333333336,1.87,0.0,1108.7013105227345,0.0434,4.34,9.12.23,ANG,FIRST
HC,HC-22,1,Half Cylinder,3.6633333333333336,1.87,0.0,1108.7013105227345,0.044800000000000006,4.48,9.12.23,ANG,SECOND
HC,HC-24,1,Half Cylinder,3.7133333333333334,1.8033333333333335,0.0,1138.1724235527815,0.04769999999999999,4.77,9.12.23,ANG,FIRST
HC,HC-24,1,Half Cylinder,3.7133333333333334,1.8033333333333335,0.0,1138.1724235527815,0.042300000000000004,4.23,9.12.23,ANG,SECOND
HC,HC-24,1,Half Cylinder,3.7133333333333334,1.8033333333333335,0.0,1138.1724235527815,0.0431,4.31,9.12.23,ANG,THIRD
HC,HC-24,1,Half Cylinder,3.7133333333333334,1.8033333333333335,0.0,1138.1724235527815,0.0533,5.33,9.12.23,MAK,FIRST
HC,HC-31,1,Half Cylinder,2.6666666666666665,1.3333333333333333,0.0,1099.4040757852938,0.0374,3.74,9.12.23,ANG,FIRST
