category,code,shape_enc,shape_name,a,b,c,density,velocity_mean,velocity_std,measurement_count,volume,surface_area,aspect_ratio,vol_surf_ratio,source
ABS C,C-1,0,Cylinder,5.44,5.293333333333333,0.0,1175.7719647634667,4.62,1.3010764773832468,2,123.0316714408338,136.9499824713682,1.0275136938865457,0.8983628245715984,original
ABS C,C-10,0,Cylinder,3.3433333333333333,3.16,0.0,1193.9853891589855,2.8825000000000003,0.6323698812140462,4,27.7419075804191,50.74888630036156,1.0576821680902668,0.5466397976978612,original
ABS C,C-11,0,Cylinder,5.489999999999999,3.27,0.0,1100.001055228801,3.61,0.0,1,77.40737193369245,103.74277216427087,1.6783858147355548,0.7461399399582597,original
ABS C,C-12,0,Cylinder,3.3866666666666667,3.293333333333333,0.0,1093.4213870778954,3.06,0.5028584956691758,4,29.666784553974978,53.05577523918507,1.028027926742892,0.5591516713979364,original
ABS C,C-13,0,Cylinder,5.493333333333333,3.28,0.0,1113.5798390396526,2.96,0.0,1,77.73840582765787,104.00710227948544,1.6742862948288124,0.7474264420166331,original
ABS C,C-14,0,Cylinder,5.396666666666667,3.2533333333333334,0.0,1131.052140242979,3.8,0.0,1,74.41656720445049,100.90532058613366,1.6583017515108065,0.7374817233666595,original
ABS C,C-15,0,Cylinder,5.426666666666667,3.313333333333334,0.0,1123.476821663564,3.235,0.2973774257292125,4,76.63396613120723,102.74488016444316,1.6373327969425724,0.745859259841424,original
ABS C,C-16,0,Cylinder,5.460000000000001,3.266666666666666,0.0,1119.9705245307755,3.9033333333333338,1.1412741417672911,6,76.48565456726861,102.8613983453063,1.670917066204224,0.7435725376585944,original
ABS C,C-17,0,Cylinder,5.433333333333334,5.316666666666667,0.0,1131.5340601175835,3.856666666666667,0.3955165398985651,3,123.27131061583096,137.12353801218651,1.0217513947219956,0.8989733887371464,original
ABS C,C-2,0,Cylinder,5.489999999999999,5.286666666666666,0.0,1118.5102892141804,4.613333333333333,0.3008875759039133,3,125.14586328933356,138.52491522849027,1.0382651453066885,0.9034111998676412,original
ABS C,C-3,0,Cylinder,5.446666666666666,5.233333333333334,0.0,1140.522851236535,4.516,0.3385705244110894,5,121.93541873483838,136.14817821300198,1.040565497038782,0.8956015771470428,original
ABS C,C-4,0,Cylinder,5.396666666666666,5.239999999999999,0.0,1165.029569507883,3.66,0.1555634918610404,2,119.8594709481517,134.58752224916114,1.0297017108694269,0.8905623521614879,original
ABS C,C-5,0,Cylinder,5.406666666666666,5.276666666666666,0.0,1146.3828340883151,4.425,0.7284000732198391,4,121.14590310702488,135.54464335766232,1.024442619844628,0.8937646397631456,original
ABS C,C-6,0,Cylinder,5.539999999999999,5.37,0.0,1122.6643940626736,4.098000000000001,0.5895506763629397,5,129.44452807918535,141.67200566922386,1.0314652764848258,0.9136851968921348,original
ABS C,C-7,0,Cylinder,5.443333333333334,5.36,0.0,1164.0331017352394,3.4799999999999995,0.0,1,124.73390851359645,138.20244819589186,1.0153578312503886,0.9025383240568392,original
ABS C,C-8,0,Cylinder,5.296666666666667,5.336666666666666,0.0,1184.934350049543,4.45,0.4649014232429637,4,117.58860644866522,132.87015317178378,0.992318741022919,0.8849822075122628,original
ABS C,C-9,0,Cylinder,5.333333333333333,3.266666666666667,0.0,1182.952505698218,3.256,0.3214498405661447,5,72.97803379005624,99.413954193597,1.6321534224217074,0.7340750129798532,original
ABS CUBE,CUBE-1,2,Cube,5.2,5.113333333333333,5.13,1035.8988434882212,3.778,0.571987762106848,5,136.40328,158.99346666666668,1.016750309587434,0.8579121202121498,original
ABS CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,3.942,0.6856894340734728,5,28.8012562962963,56.40086666666668,1.0097065714604487,0.5106436718931814,original
ABS CUBE,CUBE-11,2,Cube,3.056666666666666,3.0766666666666667,3.1833333333333336,1018.8006074278508,3.245,0.388908729652601,2,29.937163148148144,57.85757777777778,0.9931766489764972,0.5174196168998534,original
ABS CUBE,CUBE-2,2,Cube,5.063333333333333,5.043333333333333,5.180000000000001,1028.9023828473678,3.2350000000000003,0.3850973902793942,4,132.27688288888888,155.7772222222222,1.0037666027886076,0.8491359125936873,original
ABS CUBE,CUBE-3,2,Cube,3.11,3.083333333333333,3.783333333333333,1047.4375107433168,4.072,0.3810118108405566,5,36.27901388888888,66.04122222222222,1.0083216254187832,0.5493306050001682,original
ABS CUBE,CUBE-4,2,Cube,5.05,5.04,5.193333333333334,1028.894380360464,3.5316666666666667,0.3178941123497991,6,132.18072,155.70546666666667,1.0017853600476094,0.8489096363799064,original
ABS CUBE,CUBE-5,2,Cube,3.0700000000000003,3.053333333333333,3.796666666666667,1039.6488087554087,3.975000000000001,0.3348133808556638,4,35.588940888888885,65.24397777777779,1.0051293244570558,0.5454663653975579,original
ABS CUBE,CUBE-6,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035677,3.855,0.2192031021678293,2,132.53489333333334,155.9804,1.0017818253811126,0.8496839580445703,original
ABS CUBE,CUBE-7,2,Cube,2.983333333333334,2.9633333333333334,3.1466666666666665,1089.2049392415097,3.24,0.3218695387886216,3,27.818456296296297,55.10557777777778,1.00640953558979,0.504811901194023,original
ABS CUBE,CUBE-8,2,Cube,5.206666666666666,5.156666666666666,5.052333333333333,1093.989292299615,3.9683333333333337,0.5068892055140517,6,135.6503222148148,158.41611777777774,1.0095004200866025,0.8562857607667155,original
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,3.414,0.5390083487294052,5,133.42085866666665,156.6679111111111,1.0083591127492926,0.8516103017531238,original
ABS HC,HC-1,1,Half Cylinder,5.266666666666667,5.216666666666666,0.0,1098.045142942569,2.7920000000000003,0.2921814504721338,5,56.82306261185064,82.68666666666665,1.0093911710215295,0.6872011861323613,original
ABS HC,HC-2,1,Half Cylinder,2.8366666666666664,3.2133333333333334,0.0,1260.5331733890926,2.5383333333333336,1.066347348037527,6,10.153885823309148,26.276988888888887,0.8825054443637872,0.3864026987088997,original
ABS HC,HC-3,1,Half Cylinder,5.23,5.19,0.0,1117.5036553480402,3.083333333333333,0.065064070986477,3,55.74817071422661,81.64030000000001,1.007513003274899,0.6828427611298031,original
ABS HC,HC-4,1,Half Cylinder,5.21,5.266666666666667,0.0,1095.4839831311465,3.2099999999999995,0.0,1,56.139839222635246,82.02276666666667,0.9890527115104726,0.684433811126717,original
ABS HC,HC-5,1,Half Cylinder,5.16,5.25,0.0,1116.6912297209628,2.856666666666667,0.1274100990241091,3,54.89320551580714,80.8056,0.9826699676252142,0.679315866721371,original
ABS HC,HC-6,1,Half Cylinder,5.25,5.22,0.0,1113.267611371968,2.932,0.2578177650977526,5,56.50007125325605,82.3725,1.0055544914767285,0.6859010634883311,original
ABS HC,HC-7,1,Half Cylinder,5.183333333333334,5.256666666666667,0.0,1141.1547117334012,3.135,0.1484924240491756,2,55.46111565584175,81.36105555555557,0.9858619159322892,0.6816582407750482,original
ABS HC,HC-8,1,Half Cylinder,5.163333333333333,5.38,0.0,1104.2417224680005,2.528,0.8566037590391489,5,56.3251669219918,82.21747777777777,0.9595490305395526,0.6850670122381604,original
ABS HC,HC-9,1,Half Cylinder,5.256666666666667,5.333333333333333,0.0,1100.6620331881986,2.96,0.3203123475609393,5,57.87346575110675,83.70365555555556,0.9854402299568832,0.6914007992386467,original
BSP,BSP-10,4,Box Shape Prism,4.8133333333333335,3.826666666666666,2.833333333333333,1111.383003306045,5.3500000000000005,0.0200000000000001,3,52.18722962962962,85.79804444444444,1.2575111033701996,0.6082495436580446,original
BSP,BSP-11,4,Box Shape Prism,4.83,3.856666666666667,2.8800000000000003,1118.4061013079086,5.462,0.9701133954337507,5,53.64777600000001,87.29060000000001,1.252052190443273,0.6145811968161885,original
BSP,BSP-12,4,Box Shape Prism,4.786666666666666,3.826666666666666,2.8466666666666662,1112.3400108434828,5.796666666666667,0.2079262689833428,3,52.14233007407405,85.6725333333333,1.250544282852913,0.6086165475538622,original
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,6.2,2.090334901397381,5,30.239530666666663,58.86015555555555,1.343753645165053,0.5137434082163977,original
BSP,BSP-17,4,Box Shape Prism,4.833333333333333,4.816666666666666,2.8666666666666667,1123.8043969887592,5.783333333333334,0.3722006627255432,3,66.73759259259258,101.88777777777776,1.0032519200166057,0.6550043493322601,original
BSP,BSP-18,4,Box Shape Prism,3.8233333333333337,2.81,2.33,1118.5454286106954,4.52,0.0,1,25.03251033333333,52.39846666666666,1.3601328115735802,0.4777245251860071,original
BSP,BSP-21,4,Box Shape Prism,3.83,3.79,2.853333333333333,1134.7687412127857,6.338333333333334,0.6465111496847266,6,41.41813066666666,72.5162,1.0102875230809814,0.5711490607285811,original
BSP,BSP-23,4,Box Shape Prism,4.826666666666667,4.816666666666666,1.0266666666666666,1256.8918015399502,3.93,0.0,1,23.86840296296296,66.29786666666666,1.0018681242648586,0.3600122319279911,original
BSP,BSP-24,4,Box Shape Prism,3.773333333333333,3.76,0.9866666666666668,1328.7077582055404,3.7266666666666666,0.8140229316999206,3,13.998563555555554,43.24124444444444,1.0032792696977757,0.3237242593533792,original
BSP,BSP-25,4,Box Shape Prism,3.85,2.813333333333333,2.3266666666666667,1150.7524510145404,5.4433333333333325,0.4240597442185082,6,25.200902222222226,52.66937777777778,1.3679971574085044,0.4784644288777963,original
BSP,BSP-27,4,Box Shape Prism,2.8800000000000003,2.78,1.7966666666666669,1112.2827155715129,4.7125,0.2376797565352727,4,14.384832000000005,36.35106666666668,1.0355987055016185,0.3957087813439309,original
BSP,BSP-28,4,Box Shape Prism,3.84,2.8666666666666667,2.7833333333333337,1142.337418186882,5.425,0.2706165799305975,4,30.63893333333333,59.349777777777774,1.339067767058003,0.5162347399734536,original
BSP,BSP-29,4,Box Shape Prism,2.8166666666666664,2.3200000000000003,1.7933333333333332,1109.325234437399,4.826666666666667,0.0665832811847943,3,11.718835555555556,31.492844444444444,1.2135573746948152,0.3720992391458507,original
BSP,BSP-31,4,Box Shape Prism,2.3233333333333337,1.7966666666666666,1.7466666666666668,1056.0917720281186,4.460000000000001,1.216223663640862,2,7.291033037037038,22.741044444444448,1.292416094937883,0.3205970797765339,original
BSP,BSP-46,4,Box Shape Prism,4.78,3.8166666666666655,1.0266666666666666,1217.2877642172923,4.140000000000001,0.3535533905932729,2,18.73016444444444,54.13915555555555,1.2520736924823197,0.3459569750446064,original
BSP,BSP-47,4,Box Shape Prism,4.76,4.7,2.353333333333333,1179.5146604238705,5.140000000000001,0.0424264068711922,2,52.64877333333333,89.26906666666665,1.012550521165709,0.5897696204252116,original
BSP,BSP-49,4,Box Shape Prism,2.853333333333333,2.303333333333333,1.78,1094.159573751902,3.8,0.3394112549695426,2,11.69847644444444,31.50208888888888,1.2382467814262983,0.3713437906265276,original
BSP,BSP-50,4,Box Shape Prism,2.833333333333333,2.856666666666667,2.78,1115.505426669715,5.335,0.1909188309203675,2,22.50101111111111,47.82417777777778,0.99148489443602,0.4704846308290427,original
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,5.595,1.5250934397603315,6,43.00578333333333,77.38224444444444,1.266626097539772,0.5557505845365319,original
BSP,BSP-8,4,Box Shape Prism,4.863333333333333,4.846666666666667,2.333333333333333,1127.2953490918535,4.826666666666667,0.6013595707505892,3,54.99889629629629,92.45524444444445,1.003231795365468,0.5948640530099002,original
BSP,BSP-9,4,Box Shape Prism,4.87,4.846666666666667,2.333333333333333,1125.752165862433,5.014,0.5186810195100644,5,55.07428888888888,92.55097777777776,1.0046070274358798,0.5950633385828359,original
C,C-11,0,Cylinder,3.813333333333333,2.873333333333333,0.0,1411.3665063431592,6.06,0.0,1,32.81598405057665,57.26411313159378,1.326684448567784,0.5730536841019829,original
C,C-13,0,Cylinder,2.8200000000000003,2.883333333333333,0.0,1396.3115951266675,6.23,0.0,1,18.00872435576872,38.035890575542346,0.9776955969028086,0.4734541673432239,original
C,C-14,0,Cylinder,2.8266666666666667,2.9166666666666665,0.0,1389.9875477865692,5.585,1.0617124532251343,4,18.303151510381067,38.45141856385715,0.9688106934765224,0.4759948058919985,original
C,C-15,0,Cylinder,2.813333333333333,2.9066666666666667,0.0,1429.482626045254,5.49,0.0424264068711928,2,18.06872447030679,38.12273815912158,0.9675570331308035,0.4739494431236309,original
C,C-16,0,Cylinder,2.806666666666666,2.89,0.0,1399.6415848421786,4.295,0.898025612106915,2,17.880077532867613,37.85605184941684,0.9708290095699296,0.4723050702413068,original
C,C-18,0,Cylinder,3.77,1.0033333333333332,0.0,1572.996762477667,4.11,0.169705627484771,2,11.199994841740097,34.20885476481682,3.753733820112845,0.3273908912720304,original
C,C-19,0,Cylinder,4.79,2.853333333333333,0.0,1404.1639357964625,6.13,0.2083266665599963,6,51.41779141563708,78.97812087479817,1.678150181011328,0.651030181725462,original
C,C-22,0,Cylinder,4.833333333333333,2.303333333333333,0.0,1408.665925060924,4.578,0.5321841786449499,5,42.26103889752984,71.67020040389512,2.0974974685375383,0.5896516126334208,original
C,C-23,0,Cylinder,2.81,0.9966666666666668,0.0,1563.7521690626409,3.3300000000000005,0.0,1,6.180910496542584,21.20161398140388,2.8165720013364512,0.2915164376413049,original
C,C-24,0,Cylinder,3.826666666666666,2.29,0.0,1416.140087392895,3.27,0.5091168824543141,2,26.33701980885783,50.531749888120935,1.670304088462098,0.5211871482784484,original
C,C-25,0,Cylinder,4.77,2.8466666666666662,0.0,1426.340059770645,5.8740000000000006,0.6455850060216706,5,50.87017778219597,78.39860174996595,1.675055601076905,0.6488576044612122,original
C,C-27,0,Cylinder,4.813333333333333,2.856666666666667,0.0,1394.1934659589124,5.37,1.0925200226998129,5,51.98060448157976,79.58966679140445,1.68435786772425,0.6530992461441911,original
C,C-29,0,Cylinder,2.83,1.0266666666666666,0.0,1476.0484037103697,3.01,0.0,1,6.4579133601893925,21.708143436917663,2.753811222834901,0.2974743512545655,original
C,C-30,0,Cylinder,4.763333333333334,2.8766666666666665,0.0,1455.4758977433785,5.6625,0.7545141924885616,4,51.26268746658205,78.68808205970174,1.6552762654928763,0.6514587046229465,original
C,C-49,0,Cylinder,3.813333333333333,2.29,0.0,1430.647883703563,5.51,0.8343860018001259,2,26.15380631409068,50.27581480660849,1.6644842135894078,0.5201961662585867,original
HC,HC-11,1,Half Cylinder,4.663333333333333,2.31,0.0,1138.4927130648057,3.7466666666666666,0.5208006656421761,3,19.7271699085955,43.29127777777778,2.017885475263234,0.4556741045101949,original
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,3.714,0.1879627622695513,5,9.67892210175872,26.83982222222223,1.97726862709724,0.360604530726532,original
HC,HC-14,1,Half Cylinder,3.706666666666667,1.81,0.0,1130.6910809482663,3.37,0.1555634918610402,2,9.765748275965798,27.15751111111112,2.046751334437696,0.3595833451993038,original
HC,HC-15,1,Half Cylinder,3.763333333333333,1.8733333333333333,0.0,1111.9996023887884,3.872,0.6690814599135143,5,10.41886284481094,28.262633333333333,2.0078250044460253,0.3686314042477768,original
HC,HC-16,1,Half Cylinder,3.773333333333333,1.8633333333333333,0.0,1121.506455629814,2.52,0.0,1,10.418394136640316,28.3,2.023958519578044,0.3681281275092865,original
HC,HC-21,1,Half Cylinder,3.693333333333334,1.8033333333333328,0.0,1128.311395460916,4.416,0.3986602563587197,5,9.659906157781815,26.961333333333336,2.046924071679292,0.3582741166484781,original
HC,HC-22,1,Half Cylinder,3.6633333333333336,1.87,0.0,1108.7013105227345,4.41,0.098994949366117,2,9.854948694276416,27.12087777777778,1.9579547479066453,0.3633579051945672,original
HC,HC-24,1,Half Cylinder,3.713333333333333,1.8033333333333328,0.0,1138.1724235527815,4.66,0.5060961700441263,4,9.764809347005858,27.18159999999999,2.058008498060226,0.3592301452769735,original
HC,HC-26,1,Half Cylinder,2.6733333333333333,1.3,0.0,1108.7353552697994,3.5000000000000004,0.0,1,3.648458957649223,14.097377777777778,2.054829618242378,0.25878572805731,original
HC,HC-31,1,Half Cylinder,2.6666666666666665,1.3333333333333333,0.0,1099.4040757852938,3.74,0.0,1,3.723369070921236,14.22222222222222,1.9985011241568824,0.2617809813239001,original
HC,HC-41,1,Half Cylinder,3.713333333333333,1.8133333333333328,0.0,1152.6605978153025,3.07,1.3859292911256331,2,9.818958012516058,27.25586666666666,2.0466654418519203,0.3602379588452106,original
HC,HC-42,1,Half Cylinder,4.736666666666667,2.3833333333333333,0.0,1135.8782099378006,4.535,0.1343502884254437,2,20.9985989554191,45.01412222222223,1.9865790577380125,0.4664787724391184,original
HC,HC-44,1,Half Cylinder,3.6366666666666654,1.7933333333333332,0.0,1136.002890262925,4.359999999999999,0.4808326112068524,2,9.31382124247889,26.26885555555554,2.026750882407579,0.3545440599314298,original
HC,HC-46,1,Half Cylinder,4.756666666666667,2.8666666666666667,0.0,1055.298996996876,3.96,0.0,1,25.4707960877546,49.89743333333334,1.658723701034523,0.5104528215866749,original
HC,HC-47,1,Half Cylinder,3.6833333333333336,1.8266666666666669,0.0,1165.1849226897173,3.94,0.0,1,9.731980634618122,27.023388888888896,2.01532008024804,0.3601184350414463,original
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,4.304,0.3214498405661445,5,20.931604201193085,45.23256666666667,2.069610240184093,0.4627449423885009,original
HC,HC-7,1,Half Cylinder,4.756666666666667,2.313333333333333,0.0,1157.097783238867,3.35,0.4101219330881976,2,20.55434009872289,44.63338888888889,2.055307503960824,0.4605045708117583,original
PA 6,BSP-1,4,Box Shape Prism,3.0,3.0,3.033333333333333,1146.52,5.216666666666667,0.2625769728416158,6,27.3,54.400000000000006,0.9996667777407532,0.5018290104961305,original
PA 6,BSP-2,4,Box Shape Prism,7.899999999999999,7.833333333333333,2.833333333333333,1211.9579854565045,4.78,0.0,1,175.33611111111105,212.92222222222216,1.0083819086925072,0.8234710581644191,original
PA 6,BSP-3,4,Box Shape Prism,7.900000000000001,7.966666666666666,4.133333333333334,1196.6715130930395,6.432,0.2548921340488954,5,260.1382222222222,257.0377777777778,0.9915073421746228,1.0120582756860292,original
PA 6,BSP-4,4,Box Shape Prism,7.883333333333333,7.966666666666666,8.066666666666668,1190.640592916557,8.096666666666666,0.6350065616458882,3,506.618037037037,381.3211111111111,0.989415554532904,1.3285829021580569,original
PA 6,C-1,0,Cylinder,2.9333333333333336,3.0,0.0,1457.2375479737134,5.416,0.2246775467197377,5,20.27374459116613,41.16184507903427,0.9774519604576254,0.4925253478528938,original
PA 6,C-2,0,Cylinder,7.899999999999999,3.0,0.0,1397.6808852745028,5.11,0.117898261225516,3,147.0500981329042,172.48914464534752,2.632455848050649,0.8525130431958884,original
PA 6,C-3,0,Cylinder,7.899999999999999,4.033333333333333,0.0,1495.693612936131,6.8566666666666665,0.308782555638538,6,197.7006874897934,198.1350126741522,1.9581921837560927,0.997802897219524,original
PA 6,HC-1,1,Half Cylinder,3.0,3.033333333333333,0.0,1156.642516829012,3.98,0.0282842712474619,2,10.72068493037517,27.2,0.9886850488849832,0.3941283383101786,original
PA 6,HC-2,1,Half Cylinder,7.833333333333333,2.9,0.0,1109.0085027785335,4.73,0.170880074906351,3,69.87971075750546,106.79444444444444,2.700218315523383,0.6543323183963831,original
PA 6,HC-3,1,Half Cylinder,7.8,4.133333333333334,0.0,1153.3847437912375,5.54,0.3819685850956853,3,98.75282347294156,125.32,1.8866403289526723,0.7879990063352635,original
PA 6,HC-4,1,Half Cylinder,7.833333333333333,7.900000000000001,0.0,1165.6317870526975,6.075,0.5990242065225745,6,190.36197068423905,185.1277777777778,0.9914356832468462,1.0282678520826352,original
PLA C,C-1,0,Cylinder,4.96,3.053333333333333,0.0,1375.9288609415146,6.84,0.6493586579592721,4,58.99666378093672,86.22205757532308,1.623922296191204,0.684233028147931,original
PLA C,C-10,0,Cylinder,3.01,3.1633333333333336,0.0,1376.7922808301637,6.011666666666667,0.4046438763489035,6,22.509602730957205,44.14466513057013,0.951227220056884,0.5098938404117437,original
PLA C,C-11,0,Cylinder,4.949999999999999,3.063333333333333,0.0,1327.1197019583308,6.35,0.7012845356914693,4,58.95145600085216,86.12597720000075,1.6153595126726856,0.6844714387683356,original
PLA C,C-12,0,Cylinder,2.966666666666667,3.16,0.0,1343.5231573638075,6.1883333333333335,0.4519033820040148,6,21.843109747974395,43.27613693490021,0.9385215649056208,0.5047263126678637,original
PLA C,C-13,0,Cylinder,5.01,5.166666666666667,0.0,1322.6323882222914,6.364,1.0973057914729147,5,101.85345761231017,120.74727072035638,0.9694897761723535,0.8435189755072755,original
PLA C,C-14,0,Cylinder,5.046666666666667,5.163333333333333,0.0,1304.8460557374003,6.756666666666667,0.5424327915358125,3,103.28310491552844,121.8688018443954,0.9772155166849544,0.8474872638867613,original
PLA C,C-15,0,Cylinder,5.050000000000001,3.083333333333333,0.0,1381.2104898250575,5.91,0.0707106781186545,2,61.75798470796724,88.97644893435793,1.6373068194099216,0.6940858099171675,original
PLA C,C-16,0,Cylinder,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,6.2,0.3748066168039195,6,24.237159266089662,46.3632055026577,1.009301828290388,0.5227558415661914,original
PLA C,C-17,0,Cylinder,5.003333333333333,5.223333333333334,0.0,1327.7343009704643,6.9350000000000005,1.8230103309270267,4,102.69670229939284,121.42491225573568,0.9576979518917882,0.845756069619661,original
PLA C,C-18,0,Cylinder,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,6.801666666666667,1.0251910391076713,6,104.02413483130036,122.45313807796312,0.974105249630534,0.8494946472537426,original
PLA C,C-19,0,Cylinder,3.063333333333333,1.09,0.0,1305.502394114361,3.114,1.2169552169246,5,8.033501750245025,25.230252774027264,2.8078215704246867,0.3183948820216573,original
PLA C,C-2,0,Cylinder,4.8933333333333335,3.81,0.0,1330.2245463661332,6.2275,0.3278592177546131,4,71.65136341434423,96.18286105596496,1.284002449050993,0.7449416422642214,original
PLA C,C-20,0,Cylinder,5.053333333333334,5.203333333333333,0.0,1332.4164123038806,7.46,0.0,1,104.358402616748,122.71772999256548,0.9709857170306796,0.8503869183055449,original
PLA C,C-21,0,Cylinder,4.946666666666666,3.863333333333333,0.0,1355.82365658398,6.045,0.2333452377915607,2,74.24673410186078,98.4744085506634,1.2800828085913916,0.7539621840072132,original
PLA C,C-22,0,Cylinder,3.08,3.126666666666667,0.0,1286.2697627139228,6.066,0.4507549223247599,5,23.295546222479445,45.1551584075973,0.984759671746776,0.51588857520174,original
PLA C,C-23,0,Cylinder,5.079999999999999,5.23,0.0,1328.3740942968943,7.386,0.5366842647218195,5,106.00320462719652,124.00368858543484,0.971133626457656,0.8548322312358702,original
PLA C,C-24,0,Cylinder,5.079999999999999,5.11,0.0,1383.2933822923117,6.480000000000001,0.0,1,103.57100872752852,122.08857370380652,0.9939346507532768,0.8483198489888688,original
PLA C,C-25,0,Cylinder,3.203333333333333,1.096666666666667,0.0,1156.75446320266,3.3120000000000003,0.3589846793388261,5,8.838301051785287,27.15486224678645,2.9183115699969626,0.3254656755681247,original
PLA C,C-26,0,Cylinder,3.036666666666666,3.1533333333333338,0.0,1378.0519705812108,6.88,0.3332416540590328,5,22.83778644407648,44.56755840832835,0.9626968191905312,0.5124192313971923,original
PLA C,C-27,0,Cylinder,4.903333333333333,3.1466666666666665,0.0,1383.455477102581,6.674,0.8090302837347931,5,59.41874257171069,86.23827168407408,1.5577676585830775,0.6889986593275419,original
PLA C,C-28,0,Cylinder,3.02,3.1633333333333336,0.0,1379.6321948551729,6.793333333333334,0.0709459888459759,3,22.65941664522711,44.338763196684425,0.954387443379332,0.5110405426549843,original
PLA C,C-29,0,Cylinder,3.1,1.1266666666666667,0.0,1277.0251457480535,4.035,0.1484924240491748,2,8.503715354614414,26.067888641936907,2.74903931421815,0.3262016832176928,original
PLA C,C-3,0,Cylinder,3.043333333333333,3.2000000000000006,0.0,1400.6483648090384,6.658333333333334,0.5383090809810542,6,23.277637748090584,45.14344724831641,0.9507445589919814,0.5156257118411985,original
PLA C,C-5,0,Cylinder,5.016666666666667,5.18,0.0,1357.3041290770643,5.779999999999999,1.400071426749364,2,102.38825267506,121.17061778372012,0.9682815415299492,0.8449854392289566,original
PLA C,C-6,0,Cylinder,4.9366666666666665,3.773333333333333,0.0,1355.7608897293642,6.415000000000001,0.261629509039023,2,72.22418687438933,96.8019817015249,1.3079572551443963,0.7460946512689042,original
PLA C,C-7,0,Cylinder,3.06,3.18,0.0,1382.896326542447,6.488333333333333,0.5537297776593436,6,23.386210492066944,45.27851827912826,0.9619616472807292,0.5164854084334837,original
PLA C,C-8,0,Cylinder,4.903333333333333,3.1133333333333333,0.0,1388.6968175275292,6.445,0.4665118790913405,4,58.78930673938324,85.72479581813735,1.5744407577865782,0.6857831552138819,original
PLA C,C-9,0,Cylinder,5.036666666666666,5.2,0.0,1356.6784319577137,7.240000000000001,0.5940538696111665,3,103.60474454570615,122.12838466404452,0.9684035121451,0.8483195492280892,original
PLA CUBE,CUBE-1,2,Cube,5.2,5.113333333333333,5.13,1035.8988434882212,5.43,0.0,1,136.40328,158.99346666666668,1.016750309587434,0.8579121202121498,original
PLA CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,6.048333333333333,0.4939804314612744,6,28.8012562962963,56.40086666666668,1.0097065714604487,0.5106436718931814,original
