category,code,shape_enc,shape_name,a,b,c,density,velocity_mean,velocity_std,measurement_count,volume,surface_area,aspect_ratio,vol_surf_ratio,a1,b1,c1,volume_orig,volume_trans,psi,L_char,w,s,L_m,R_star,c1_m,CD_star,psi_CD_star
ABS C,C-1,0,Cylinder,5.44,5.293333333333333,0.0,1175.7719647634667,4.62,1.3010764773832468,2,123.0316714408338,136.9499824713682,1.0275136938865457,0.898369384359401,7.693321779309638,7.693321779309638,5.293333333333333,123.0316714408338,313.29757866666677,3.7010484331697677,10.880000000000003,0.0462,1.1781282212058786,0.010880000000000003,501.6506880000001,0.005293333333333333,8.667164239323084,32.07759462797174
ABS C,C-10,0,Cylinder,3.3433333333333333,3.16,0.0,1193.9853891589855,2.8825000000000003,0.6323698812140462,4,27.7419075804191,50.74888630036156,1.0576821680902668,0.5466505691617798,4.728187343534048,4.728187343534048,3.16,27.7419075804191,70.64418755555555,3.810199430825221,6.6866666666666665,0.028825000000000003,1.1963781454498852,0.006686666666666666,192.35768033333332,0.00316,14.65347433679359,55.83265957766292
ABS C,C-11,0,Cylinder,5.489999999999999,3.27,0.0,1100.001055228801,3.61,0.0,1,77.40737193369245,103.74277216427087,1.6783858147355548,0.7461471321695762,7.764032457428291,7.764032457428291,3.27,77.40737193369245,197.11625399999997,6.046160948871575,10.979999999999999,0.0361,1.1022054661611234,0.010979999999999998,395.58524399999993,0.00327,5.031604250033116,30.42188912672647
ABS C,C-12,0,Cylinder,3.3866666666666667,3.293333333333333,0.0,1093.4213870778954,3.06,0.5028584956691758,4,29.666784553974978,53.05577523918507,1.028027926742892,0.5591622103386809,4.789469931236883,4.789469931236883,3.293333333333333,29.666784553974978,75.54584651851854,3.7033254138284226,6.773333333333334,0.030600000000000002,1.0956126123025003,0.006773333333333334,206.84947200000002,0.003293333333333333,6.597919674535985,24.434243609107668
ABS C,C-13,0,Cylinder,5.493333333333333,3.28,0.0,1113.5798390396526,2.96,0.0,1,77.73840582765787,104.00710227948544,1.6742862948288124,0.7474336283185841,7.768746502636202,7.768746502636202,3.28,77.73840582765787,197.95922488888888,6.031387353767932,10.986666666666666,0.0296,1.1158114619635797,0.010986666666666667,324.5549226666667,0.00328,8.506305353610555,51.30482253705516
ABS C,C-14,0,Cylinder,5.396666666666667,3.2533333333333334,0.0,1131.052140242979,3.8,0.0,1,74.41656720445049,100.90532058613366,1.6583017515108065,0.7374890320171755,7.632039191606805,7.632039191606805,3.2533333333333334,74.41656720445049,189.50023229629642,5.973820146960475,10.793333333333337,0.038,1.1333187777985763,0.010793333333333337,409.3263733333335,0.0032533333333333333,5.893207004428146,35.20495873326145
ABS C,C-15,0,Cylinder,5.426666666666667,3.313333333333334,0.0,1123.476821663564,3.235,0.2973774257292125,4,76.63396613120723,102.74488016444316,1.6373327969425724,0.7458665191740413,7.674465598477997,7.674465598477997,3.313333333333334,76.63396613120723,195.14679229629635,5.898249346896453,10.853333333333333,0.03235,1.125728278220004,0.010853333333333333,350.4031226666666,0.003313333333333334,7.809954988272813,46.06506190887082
ABS C,C-16,0,Cylinder,5.460000000000001,3.266666666666666,0.0,1119.9705245307755,3.9033333333333338,1.1412741417672911,6,76.48565456726861,102.8613983453063,1.670917066204224,0.743579766536965,7.721606050557101,7.721606050557101,3.266666666666666,76.48565456726861,194.76912000000007,6.019257656593228,10.920000000000003,0.03903333333333334,1.122214954439655,0.010920000000000003,425.3915120000001,0.003266666666666666,5.141109968234412,30.945665539682754
ABS C,C-17,0,Cylinder,5.433333333333334,5.316666666666667,0.0,1131.5340601175835,3.856666666666667,0.3955165398985651,3,123.27131061583096,137.12353801218651,1.0217513947219956,0.8989799446749654,7.683893688893817,7.683893688893817,5.316666666666667,123.27131061583096,313.9078148148149,3.680289894259769,10.866666666666667,0.038566666666666666,1.1338016634444725,0.010866666666666667,418.2529288888889,0.0053166666666666675,9.383735114279352,34.53486551149284
ABS C,C-2,0,Cylinder,5.489999999999999,5.286666666666666,0.0,1118.5102892141804,4.613333333333333,0.3008875759039133,3,125.14586328933356,138.52491522849027,1.0382651453066885,0.9034177215189872,7.764032457428291,7.764032457428291,5.286666666666666,125.14586328933355,318.6813239999999,3.739775467114133,10.979999999999999,0.04613333333333333,1.1207517927997799,0.010979999999999998,505.5309119999999,0.005286666666666666,5.884978058161263,22.00849656641646
ABS C,C-3,0,Cylinder,5.446666666666666,5.233333333333334,0.0,1140.522851236535,4.516,0.3385705244110894,5,121.93541873483838,136.14817821300198,1.040565497038782,0.8956081552855747,7.702749869725458,7.702749869725458,5.233333333333334,121.93541873483838,310.5059940740741,3.748068434651493,10.893333333333334,0.04516,1.1428084681728807,0.010893333333333335,490.9590474666667,0.005233333333333335,7.1899106763468374,26.94827725397935
ABS C,C-4,0,Cylinder,5.396666666666666,5.239999999999999,0.0,1165.029569507883,3.66,0.1555634918610404,2,119.8594709481517,134.58752224916114,1.0297017108694269,0.8905689691370982,7.632039191606802,7.632039191606802,5.239999999999999,119.8594709481517,305.21963644444435,3.7089366815734235,10.793333333333333,0.0366,1.1673642981040913,0.010793333333333334,394.245928,0.005239999999999999,12.844906275884538,47.64094405800084
ABS C,C-5,0,Cylinder,5.406666666666666,5.276666666666666,0.0,1146.3828340883151,4.425,0.7284000732198391,4,121.14590310702488,135.54464335766232,1.024442619844628,0.8937712336396547,7.646181327230534,7.646181327230534,5.276666666666666,121.14590310702488,308.49550903703704,3.6899887929420756,10.813333333333333,0.04425,1.1486801944772698,0.010813333333333333,477.5330199999999,0.0052766666666666665,7.861134621536177,29.007498653277437
ABS C,C-6,0,Cylinder,5.539999999999999,5.37,0.0,1122.6643940626736,4.098000000000001,0.5895506763629397,5,129.44452807918535,141.67200566922386,1.0314652764848258,0.913691646191646,7.834743135546946,7.834743135546946,5.37,129.44452807918535,329.62778399999996,3.7152718000077227,11.079999999999998,0.04098000000000001,1.124914222507689,0.011079999999999998,453.1502832,0.00537,7.836845226835522,29.11601007228714
ABS C,C-7,0,Cylinder,5.443333333333334,5.36,0.0,1164.0331017352394,3.4799999999999995,0.0,1,124.73390851359645,138.20244819589186,1.0153578312503886,0.902544854609198,7.698035824517549,7.698035824517549,5.36,124.73390851359645,317.63228977777794,3.657255085284962,10.88666666666667,0.0348,1.1663658334020435,0.01088666666666667,378.098288,0.00536,14.446726294115622,52.835363204874334
ABS C,C-8,0,Cylinder,5.296666666666667,5.336666666666666,0.0,1184.934350049543,4.45,0.4649014232429637,4,117.58860644866522,132.87015317178378,0.992318741022919,0.8849888680164196,7.490617835369494,7.490617835369494,5.336666666666666,117.58860644866522,299.43692748148146,3.574272645530648,10.593333333333334,0.044500000000000005,1.187308967985514,0.010593333333333333,470.4605266666666,0.005336666666666666,9.903931532135049,35.399351558518745
ABS C,C-9,0,Cylinder,5.333333333333333,3.266666666666667,0.0,1182.952505698218,3.256,0.3214498405661447,5,72.97803379005624,99.413954193597,1.6321534224217074,0.7340823970037454,7.542472332656507,7.542472332656507,3.266666666666667,72.97803379005624,185.83703703703705,5.879616758577018,10.666666666666666,0.03256,1.1853231520022223,0.010666666666666666,346.61205333333334,0.003266666666666667,11.203783544315117,65.87395348662457
ABS CUBE,CUBE-1,2,Cube,5.2,5.113333333333333,5.13,1035.8988434882212,3.778,0.571987762106848,5,136.40328,158.99346666666668,1.016750309587434,0.8579121202121498,7.353910524340095,7.353910524340095,5.2,136.40328,281.21600000000007,2.9156152341520856,10.4,0.03778,1.03797479307437,0.0104,392.12617599999993,0.0052,2.714400055810222,7.914146154303555
ABS CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,3.942,0.6856894340734728,5,28.8012562962963,56.40086666666668,1.0097065714604487,0.5106436718931814,4.2662109131588375,4.2662109131588375,3.016666666666667,28.8012562962963,54.905009259259295,2.695972979020708,6.033333333333335,0.039420000000000004,1.0089183587523458,0.006033333333333335,237.35833200000008,0.003016666666666667,0.3396862957036669,0.9157850745607239
ABS CUBE,CUBE-11,2,Cube,3.056666666666666,3.0766666666666667,3.1833333333333336,1018.8006074278508,3.245,0.388908729652601,2,29.937163148148144,57.85757777777778,0.9931766489764972,0.5174196168998534,4.32277945565376,4.32277945565376,3.056666666666666,29.937163148148144,57.1181639259259,2.698227673816542,6.113333333333332,0.03245,1.0208422920118745,0.006113333333333333,197.98091133333332,0.0030566666666666663,1.187033998568602,3.2028879846989073
ABS CUBE,CUBE-2,2,Cube,5.063333333333333,5.043333333333333,5.180000000000001,1028.9023828473678,3.2350000000000003,0.3850973902793942,4,132.27688288888888,155.7772222222222,1.0037666027886076,0.8491359125936873,7.160634670815771,7.160634670815771,5.063333333333333,132.27688288888888,259.62084140740734,2.775687686120331,10.126666666666665,0.032350000000000004,1.0309643114703084,0.010126666666666666,326.94247133333334,0.005063333333333333,2.939330218576534,8.158662693144267
ABS CUBE,CUBE-3,2,Cube,3.11,3.083333333333333,3.783333333333333,1047.4375107433168,4.072,0.3810118108405566,5,36.27901388888888,66.04122222222222,1.0083216254187832,0.5493306050001682,4.3982041789803255,4.3982041789803255,3.11,36.27901388888888,60.16046199999999,2.345150326841944,6.22,0.04072,1.049536583911139,0.00622,252.77184319999995,0.00311,1.8229296438702223,4.27504405013212
ABS CUBE,CUBE-4,2,Cube,5.05,5.04,5.193333333333334,1028.894380360464,3.5316666666666667,0.3178941123497991,6,132.18072,155.70546666666667,1.0017853600476094,0.8489096363799064,7.14177848998413,7.14177848998413,5.05,132.18072,257.57525,2.7558210598462507,10.1,0.03531666666666667,1.0309562929463567,0.0101,355.98493666666667,0.00505,2.459121100803443,6.776897718306423
ABS CUBE,CUBE-5,2,Cube,3.0700000000000003,3.053333333333333,3.796666666666667,1039.6488087554087,3.975000000000001,0.3348133808556638,4,35.588940888888885,65.24397777777779,1.0051293244570558,0.5454663653975579,4.341635636485402,4.341635636485402,3.0700000000000003,35.588940888888885,57.868886000000025,2.299561644054804,6.140000000000001,0.03975000000000001,1.0417322733020127,0.0061400000000000005,243.57687000000004,0.0030700000000000002,1.5908716969799928,3.6583075349875678
ABS CUBE,CUBE-6,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035677,3.855,0.2192031021678293,2,132.53489333333334,155.9804,1.0017818253811126,0.8496839580445703,7.155920625607861,7.155920625607861,5.06,132.53489333333334,259.10843199999994,2.7648164905374863,10.12,0.03855,1.0773432380797272,0.010119999999999999,389.34574799999996,0.005059999999999999,5.166817305999211,14.285301691221088
ABS CUBE,CUBE-7,2,Cube,2.983333333333334,2.9633333333333334,3.1466666666666665,1089.2049392415097,3.24,0.3218695387886216,3,27.818456296296297,55.10557777777778,1.00640953558979,0.504811901194023,4.219070461079735,4.219070461079735,2.983333333333334,27.818456296296297,53.10499074074078,2.699711203789988,5.966666666666669,0.032400000000000005,1.0913877146708515,0.005966666666666669,192.9333600000001,0.002983333333333334,5.095638148556766,13.756751400118373
ABS CUBE,CUBE-8,2,Cube,5.206666666666666,5.156666666666666,5.052333333333333,1093.989292299615,3.9683333333333337,0.5068892055140517,6,135.6503222148148,158.41611777777774,1.0095004200866025,0.8562857607667155,7.363338614755914,7.363338614755914,5.206666666666666,135.6503222148148,282.2989872592592,2.9430896285967885,10.413333333333332,0.039683333333333334,1.0961816556108368,0.010413333333333332,412.40930622222214,0.005206666666666666,6.239283741163476,18.362771268490796
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,3.414,0.5390083487294052,5,133.42085866666665,156.6679111111111,1.0083591127492926,0.8516103017531238,7.221917258518606,7.221917258518606,5.1066666666666665,133.42085866666665,266.3437605925926,2.823148960722453,10.213333333333335,0.034140000000000004,1.041650888029739,0.010213333333333335,347.9858336000001,0.0051066666666666665,3.5804181120796215,10.10805367206943
ABS HC,HC-1,1,Half Cylinder,5.266666666666667,5.216666666666666,0.0,1098.045142942569,2.7920000000000003,0.2921814504721338,5,56.82306261185064,64.94195613745701,1.0093911710215295,0.8749823071479119,7.4129204021686945,7.412583153167711,2.6333333333333333,113.64612522370128,144.69874074074073,3.5841298855568477,10.483214101196,0.027920000000000004,1.100245634210991,0.010483214101195999,292.10595502998154,0.0026333333333333334,6.644150778145626,23.813499368097524
ABS HC,HC-2,1,Half Cylinder,2.8366666666666664,3.2133333333333334,0.0,1260.5331733890926,2.5383333333333336,1.066347348037527,6,10.153885823309148,20.63789881294849,0.8825054443637872,0.4920019191555715,4.286279142670119,4.253178690493456,1.4183333333333332,20.307771646618296,25.856657925925923,3.832940800393293,6.0383539033544995,0.025383333333333334,1.2630592919730386,0.0060383539033544995,152.96700281365474,0.0014183333333333333,11.36144717882693,43.547754443239015
ABS HC,HC-3,1,Half Cylinder,5.23,5.19,0.0,1117.5036553480402,3.083333333333333,0.065064070986477,3,55.74817071422661,64.1201416792167,1.007513003274899,0.8694330557335044,7.368106948192325,7.3678897960783205,2.615,111.49634142845322,141.96155100000001,3.5874672630772455,10.419923226548027,0.03083333333333333,1.1197431416313028,0.010419923226548028,320.6384042195937,0.002615,6.4621999038484175,23.18293060251712
ABS HC,HC-4,1,Half Cylinder,5.21,5.266666666666667,0.0,1095.4839831311465,3.2099999999999995,0.0,1,56.139839222635246,64.42053029677744,0.9890527115104726,0.8714588185475333,7.408230407983932,7.407796956142634,2.605,112.27967844527049,142.95892666666666,3.620796916676434,10.476513423902718,0.0321,1.097679341814776,0.010476513423902718,335.6234887454627,0.002605,4.8450625751762795,17.54298763330266
ABS HC,HC-5,1,Half Cylinder,5.16,5.25,0.0,1116.6912297209628,2.856666666666667,0.1274100990241091,3,54.89320551580714,63.46456983222885,0.9826699676252142,0.8649425287356323,7.361256686191564,7.360156330593966,2.58,109.78641103161428,139.7844,3.632535892897346,10.409611001895433,0.02856666666666667,1.1189290878967564,0.010409611001895433,296.7731518455713,0.0025800000000000003,7.377133840373918,26.797703461865897
ABS HC,HC-6,1,Half Cylinder,5.25,5.22,0.0,1113.267611371968,2.932,0.2578177650977526,5,56.50007125325605,64.69521021445631,1.0055544914767285,0.8733269598470362,7.403438390369707,7.403316825233004,2.625,113.0001425065121,143.87625,3.5909611942321886,10.469957020674826,0.02932,1.1154986085891463,0.010469957020674827,306.36518156649356,0.002625,6.919538517518631,24.84779429840433
ABS HC,HC-7,1,Half Cylinder,5.183333333333334,5.256666666666667,0.0,1141.1547117334012,3.135,0.1484924240491756,2,55.46111565584175,63.90082360541109,0.9858619159322892,0.867924895590005,7.382376913223064,7.381648451666441,2.591666666666667,110.92223131168349,141.23057129629632,3.6266509840611536,10.43974246583116,0.031349999999999996,1.1434415949232477,0.010439742465831158,326.6313544511992,0.0025916666666666666,7.421268783991783,26.914351738446122
ABS HC,HC-8,1,Half Cylinder,5.163333333333333,5.38,0.0,1104.2417224680005,2.528,0.8566037590391489,5,56.3251669219918,64.57345604583718,0.9595490305395526,0.8722650198869585,7.456836535093894,7.450541044476188,2.5816666666666666,112.6503338439836,143.43085977777775,3.676048284559131,10.541108716189937,0.02528,1.1064546317314634,0.010541108716189938,265.946269888591,0.0025816666666666666,8.437418543408139,31.016357962602893
ABS HC,HC-9,1,Half Cylinder,5.256666666666667,5.333333333333333,0.0,1100.6620331881986,2.96,0.3203123475609393,5,57.87346575110675,65.74069734298594,0.9854402299568832,0.8803293559416652,7.488457043269253,7.487672131538597,2.6283333333333334,115.7469315022135,147.37357037037037,3.627431812129487,10.589722509976767,0.0296,1.1028677687256498,0.010589722509976767,312.8288747227217,0.002628333333333333,6.0544590153253255,21.962137237425253
BSP,BSP-10,4,Box Shape Prism,4.8133333333333335,3.826666666666666,2.833333333333333,1111.383003306045,5.3500000000000005,0.0200000000000001,3,52.18722962962962,85.79804444444444,1.2575111033701996,0.6082495436580446,6.149110143391119,5.990792746497943,2.833333333333333,52.18722962962962,104.37445925925924,4.28467160819614,8.584937582012342,0.053500000000000006,1.1136102237535521,0.008584937582012342,458.37557231638505,0.002833333333333333,2.2065131761586025,9.454184358997452
BSP,BSP-11,4,Box Shape Prism,4.83,3.856666666666667,2.8800000000000003,1118.4061013079086,5.462,0.9701133954337507,5,53.64777600000001,87.29060000000001,1.252052190443273,0.6145811968161885,6.1808395690049895,6.02756301697659,2.8800000000000003,53.64777600000001,107.29555200000001,4.239028675688048,8.633324603036868,0.054619999999999995,1.1206473961001089,0.008633324603036868,470.60908543823797,0.00288,2.28510443014032,9.686623206306612
BSP,BSP-12,4,Box Shape Prism,4.786666666666666,3.826666666666666,2.8466666666666662,1112.3400108434828,5.796666666666667,0.2079262689833428,3,52.14233007407405,85.6725333333333,1.250544282852913,0.6086165475538622,6.128258770283411,5.977873475773829,2.8466666666666662,52.14233007407405,104.2846601481481,4.252739664891302,8.560988660658056,0.057966666666666666,1.1145691491417664,0.008560988660658056,495.2594720774197,0.002846666666666666,1.9043494824399065,8.098702579787412
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,6.2,2.090334901397381,5,30.239530666666663,58.86015555555555,1.343753645165053,0.5137434082163977,4.786036402331729,4.584001907990367,2.7566666666666664,30.239530666666663,60.47906133333333,3.399046545461462,6.627157606161465,0.062,1.1266092932486793,0.0066271576061614655,410.06200403884685,0.0027566666666666664,1.7814164705487563,6.0551175002469
BSP,BSP-17,4,Box Shape Prism,4.833333333333333,4.816666666666666,2.8666666666666667,1123.8043969887592,5.783333333333334,0.3722006627255432,3,66.73759259259258,101.88777777777776,1.0032519200166057,0.6550043493322601,6.823590615569554,6.823549907122429,2.8666666666666667,66.73759259259258,133.47518518518515,4.760630414892552,9.649985607444158,0.05783333333333334,1.1260565100087767,0.009649985607444157,556.9746526285928,0.0028666666666666667,2.11975188367656,10.091355289456411
BSP,BSP-18,4,Box Shape Prism,3.8233333333333337,2.81,2.33,1118.5454286106954,4.52,0.0,1,25.03251033333333,52.39846666666666,1.3601328115735802,0.4777245251860071,4.744889648640712,4.528479042602991,2.33,25.032510333333338,50.065020666666676,3.979986562765538,6.559047203449011,0.0452,1.1207870026159272,0.006559047203449011,295.8759957287035,0.00233,2.7027025950476093,10.756720011441034
BSP,BSP-21,4,Box Shape Prism,3.83,3.79,2.853333333333333,1134.7687412127857,6.338333333333334,0.6465111496847266,6,41.41813066666666,72.5162,1.0102875230809814,0.5711490607285811,5.388227909062496,5.387930965424068,2.853333333333333,41.41813066666666,82.83626133333333,3.7766911943294037,7.61989501818598,0.06338333333333333,1.1370428268665187,0.00761989501818598,482.00839721088266,0.002853333333333333,1.9096671236396683,7.2122230099502955
BSP,BSP-23,4,Box Shape Prism,4.826666666666667,4.816666666666666,1.0266666666666666,1256.8918015399502,3.93,0.0,1,23.86840296296296,66.29786666666666,1.0018681242648586,0.3600122319279911,6.818870059539842,6.81885539435351,1.0266666666666666,23.86840296296296,47.73680592592592,13.283498818727292,9.643328148413952,0.0393,1.2594106227855213,0.009643328148413951,378.2248306402029,0.0010266666666666666,3.3832268625198685,44.941090031769114
BSP,BSP-24,4,Box Shape Prism,3.773333333333333,3.76,0.9866666666666668,1328.7077582055404,3.7266666666666666,0.8140229316999206,3,13.998563555555554,43.24124444444444,1.0032792696977757,0.3237242593533792,5.326879428374969,5.326846054655859,0.9866666666666668,13.998563555555554,27.997127111111112,10.79769474631503,7.533321533987988,0.03726666666666666,1.3313704992039483,0.007533321533987988,280.1802989349524,0.0009866666666666667,4.61893875516491,49.87389073019503
BSP,BSP-25,4,Box Shape Prism,3.85,2.813333333333333,2.3266666666666667,1150.7524510145404,5.4433333333333325,0.4240597442185082,6,25.200902222222226,52.66937777777778,1.3679971574085044,0.4784644288777963,4.768369159832788,4.542992780245712,2.3266666666666667,25.200902222222222,50.401804444444444,4.002018025821705,6.586055560486042,0.05443333333333333,1.153058568150842,0.006586055560486042,357.7839557604386,0.0023266666666666666,2.358093152335454,9.437131302213215
BSP,BSP-27,4,Box Shape Prism,2.8800000000000003,2.78,1.7966666666666669,1112.2827155715129,4.7125,0.2376797565352727,4,14.384832000000005,36.35106666666668,1.0355987055016185,0.3957087813439309,4.0028489854102665,4.000350764758814,1.7966666666666669,14.384832000000003,28.769664000000006,4.454471103990212,5.6591170902453,0.047125,1.1145117390496122,0.0056591170902453,266.1525210920541,0.001796666666666667,1.817664801319257,8.096735334216739
BSP,BSP-28,4,Box Shape Prism,3.84,2.8666666666666667,2.7833333333333337,1142.337418186882,5.425,0.2706165799305975,4,30.63893333333333,59.349777777777774,1.339067767058003,0.5162347399734536,4.79201187162321,4.594312491246493,2.7833333333333337,30.638933333333334,61.27786666666667,3.372332106420252,6.638605655181013,0.05425,1.1446266715299418,0.006638605655181012,359.42406807998276,0.002783333333333334,2.6835712478340477,9.049893478937017
BSP,BSP-29,4,Box Shape Prism,2.8166666666666664,2.3200000000000003,1.7933333333333332,1109.325234437399,4.826666666666667,0.0665832811847943,3,11.718835555555556,31.492844444444444,1.2135573746948152,0.3720992391458507,3.649111002848654,3.581511585460362,1.7933333333333332,11.718835555555556,23.43767111111111,4.031945681213206,5.113045701722008,0.04826666666666667,1.1115483310995984,0.005113045701722008,246.29609319137603,0.0017933333333333332,1.6847229296386277,6.792711340197325
BSP,BSP-31,4,Box Shape Prism,2.3233333333333337,1.7966666666666666,1.7466666666666668,1056.0917720281186,4.460000000000001,1.216223663640862,2,7.291033037037038,22.741044444444448,1.292416094937883,0.3205970797765339,2.9369863617131236,2.842543370287046,1.7466666666666668,7.291033037037038,14.582066074074076,3.3088910679390278,4.087290263836388,0.04460000000000001,1.0582081884049284,0.004087290263836388,181.92855947556873,0.0017466666666666668,1.0028209562637158,3.3182253049230837
BSP,BSP-46,4,Box Shape Prism,4.78,3.8166666666666655,1.0266666666666666,1217.2877642172923,4.140000000000001,0.3535533905932729,2,18.73016444444444,54.13915555555555,1.2520736924823197,0.3459569750446064,6.116808354398921,5.965093430970966,1.0266666666666666,18.73016444444444,37.46032888888888,11.76808615458106,8.543868215548354,0.041400000000000006,1.2197272186546015,0.008543868215548355,353.00871183545456,0.0010266666666666666,2.582329407222671,30.389074943704625
BSP,BSP-47,4,Box Shape Prism,4.76,4.7,2.353333333333333,1179.5146604238705,5.3133333333333335,0.3017173069834298,3,52.64877333333333,89.26906666666665,1.012550521165709,0.5897696204252116,6.689364693302347,6.688826525604059,2.353333333333333,52.648773333333324,105.29754666666665,5.684783804067878,9.45980973855312,0.05313333333333334,1.1818784172583874,0.009459809738553121,501.625961660239,0.002353333333333333,2.974606283018285,16.9099936211809
