category,code,shape_enc,shape_name,a,b,c,density,velocity_mean,velocity_std,measurement_count,volume,surface_area,aspect_ratio,vol_surf_ratio,d_eq,d_eq_m,V_ms,rho_p,Re,CD
C,C-30,0,Cylinder,4.763333333333334,2.8766666666666665,0.0,1455.4758977433785,5.6625,0.7545141924885616,4,51.26268746658205,78.68808205970174,1.6552762654928763,0.6514669836238774,4.0262786642973944,0.004026278664297394,0.056624999999999995,1455.4758977433785,227.53205330710824,7.528922391592467
C,C-49,0,Cylinder,3.813333333333333,2.29,0.0,1430.647883703563,5.416666666666667,0.6117461347105784,3,26.15380631409068,50.27581480660849,1.6644842135894078,0.5202065131056394,3.2172267714941576,0.0032172267714941577,0.05416666666666667,1430.647883703563,173.91791722235502,6.2176924889765
HC,HC-11,1,Half Cylinder,4.663333333333333,2.31,0.0,1138.4927130648057,3.7466666666666666,0.5208006656421761,3,19.7271699085955,34.00089005779543,2.017885475263234,0.5801956912028726,3.689789860969546,0.0036897898609695463,0.03746666666666667,1138.4927130648057,137.96763853741035,4.839968354700858
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,3.714,0.1879627622695513,5,9.67892210175872,21.07994707924736,1.97726862709724,0.4591530550514217,2.910196872276336,0.002910196872276336,0.03714,1153.6296910982069,107.86854241267044,4.303365451923593
HC,HC-14,1,Half Cylinder,3.706666666666667,1.81,0.0,1130.6910809482663,3.37,0.1555634918610402,2,9.765748275965798,21.329459349112465,2.046751334437696,0.4578525932666061,2.9188730943399905,0.0029188730943399905,0.0337,1130.6910809482663,98.16929123269917,4.469658538508303
HC,HC-15,1,Half Cylinder,3.763333333333333,1.8733333333333333,0.0,1111.9996023887884,3.872,0.6690814599135143,5,10.41886284481094,22.197420312775503,2.0078250044460253,0.4693726882674951,2.982543673320379,0.0029825436733203793,0.03872,1111.9996023887884,115.25312284890315,2.972327460138989
HC,HC-16,1,Half Cylinder,3.773333333333333,1.8633333333333333,0.0,1121.506455629814,2.52,0.0,1,10.418394136640316,22.226768024147784,2.023958519578044,0.4687318518518518,2.9824989479163015,0.0029824989479163015,0.0252,1121.506455629814,75.00865554051582,7.60231882197317
HC,HC-21,1,Half Cylinder,3.693333333333334,1.8033333333333328,0.0,1128.311395460916,4.416,0.3986602563587197,5,9.659906157781815,21.1753816827464,2.046924071679292,0.4561856925418568,2.90828975832557,0.00290828975832557,0.044160000000000005,1128.311395460916,128.17321557620187,2.54705980716592
HC,HC-22,1,Half Cylinder,3.6633333333333336,1.87,0.0,1108.7013105227345,4.41,0.098994949366117,2,9.854948694276416,21.30068759639333,1.9579547479066453,0.4626587122917605,2.9277331757729845,0.0029277331757729843,0.0441,1108.7013105227345,128.85480698548542,2.184159148455103
HC,HC-24,1,Half Cylinder,3.713333333333333,1.8033333333333328,0.0,1138.1724235527815,4.66,0.5060961700441263,4,9.764809347005858,21.348378718204074,2.058008498060226,0.4574028536733454,2.918779546215186,0.002918779546215186,0.0466,1138.1724235527815,135.74309659992042,2.469273785254597
HC,HC-26,1,Half Cylinder,2.6733333333333333,1.3,0.0,1108.7353552697994,3.5000000000000004,0.0,1,3.648458957649223,11.072054615386667,2.054829618242378,0.329519595448799,2.1022443461432294,0.0021022443461432296,0.035,1108.7353552697994,73.43139501078302,2.4906380032767546
HC,HC-31,1,Half Cylinder,2.6666666666666665,1.3333333333333333,0.0,1099.4040757852938,3.74,0.0,1,3.723369070921236,11.170107212763709,1.9985011241568824,0.3333333333333333,2.116534735957599,0.002116534735957599,0.0374,1099.4040757852938,79.00008232656458,2.0110126841486777
HC,HC-4,1,Half Cylinder,4.766666666666667,2.273333333333333,0.0,1161.4483538349298,4.54,0.0,1,20.28395185840821,34.866617000015914,2.0967741935483875,0.581758530183727,3.7241819865675803,0.0037241819865675803,0.0454,1161.4483538349298,168.7397064657878,3.8705879754847747
HC,HC-41,1,Half Cylinder,3.713333333333333,1.8133333333333328,0.0,1152.6605978153025,3.2533333333333334,1.03016179958943,3,9.818958012516058,21.40670762180572,2.0466654418519203,0.45868604299122,2.9241647605399153,0.0029241647605399153,0.03253333333333333,1152.6605978153025,94.94256122247944,5.600175024775879
HC,HC-42,1,Half Cylinder,4.736666666666667,2.3833333333333333,0.0,1135.8782099378006,4.535,0.1343502884254437,2,20.9985989554191,35.3540089202816,1.9865790577380125,0.5939524143575354,3.7674151321964313,0.0037674151321964314,0.04535,1135.8782099378006,170.51057169261796,3.31025716379502
HC,HC-44,1,Half Cylinder,3.6366666666666654,1.7933333333333332,0.0,1136.002890262925,4.359999999999999,0.4808326112068524,2,9.31382124247889,20.631510907886177,2.026750882407579,0.4514367020458389,2.8731348118576294,0.0028731348118576296,0.04359999999999999,1136.002890262925,125.01814044139864,2.733684627176679
HC,HC-46,1,Half Cylinder,4.756666666666667,2.8666666666666667,0.0,1055.298996996876,3.62,0.4808326112068526,2,25.4707960877546,39.18935249824662,1.658723701034523,0.6499417434593794,4.017854552444778,0.004017854552444778,0.0362,1055.298996996876,145.15544212890396,2.3025087674373386
HC,HC-47,1,Half Cylinder,3.6833333333333336,1.8266666666666669,0.0,1165.1849226897173,4.135,0.2757716446627538,2,9.731980634618122,21.22412000210835,2.01532008024804,0.4585339996971074,2.915504952314196,0.002915504952314196,0.04135,1165.1849226897173,120.31501751863561,3.736259799159858
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,4.304,0.3214498405661445,5,20.931604201193085,35.52557478575264,2.069610240184093,0.5891981854601155,3.763404294023915,0.003763404294023915,0.04304,1127.2059157926574,161.65296697315975,3.440297121847328
HC,HC-7,1,Half Cylinder,4.756666666666667,2.313333333333333,0.0,1157.097783238867,3.35,0.4101219330881976,2,20.55434009872289,35.05498165953741,2.055307503960824,0.5863457667258732,3.740656972753858,0.0037406569727538577,0.0335,1157.097783238867,125.06138457007972,6.950236795681549
PA 6,BSP-1,4,Box Shape Prism,3.0,3.0,3.033333333333333,1146.52,5.216666666666667,0.2625769728416158,6,27.3,54.400000000000006,0.9996667777407532,0.5018290104961305,3.0110702110075778,0.003011070211007578,0.05216666666666667,1146.52,156.76334101554687,2.153757740422076
PA 6,BSP-2,4,Box Shape Prism,7.899999999999999,7.833333333333333,2.833333333333333,1211.9579854565045,4.78,0.0,1,175.33611111111105,212.92222222222216,1.0083819086925072,0.8234710581644191,5.597023408672111,0.005597023408672111,0.0478,1211.9579854565045,267.00264349665787,6.869213786103557
PA 6,BSP-3,4,Box Shape Prism,7.900000000000001,7.966666666666666,4.133333333333334,1196.6715130930395,6.432,0.2548921340488954,5,260.1382222222222,257.0377777777778,0.9915073421746228,1.0120582756860292,6.383635129167746,0.006383635129167745,0.06432,1196.6715130930395,409.77422068505325,4.017804368304975
PA 6,BSP-4,4,Box Shape Prism,7.883333333333333,7.966666666666666,8.066666666666668,1190.640592916557,8.096666666666666,0.6350065616458882,3,506.618037037037,381.3211111111111,0.989415554532904,1.3285829021580569,7.971870147759259,0.007971870147759259,0.08096666666666666,1190.640592916557,644.1648414576475,3.070242681001047
PA 6,C-1,0,Cylinder,2.9333333333333336,3.0,0.0,1457.2375479737134,5.416,0.2246775467197377,5,20.27374459116613,41.16184507903427,0.9774519604576254,0.4925373134328358,2.955389299341536,0.002955389299341536,0.05416000000000001,1457.2375479737134,159.74375668343293,6.064178513545605
PA 6,C-2,0,Cylinder,7.899999999999999,3.0,0.0,1397.6808852745028,5.11,0.117898261225516,3,147.0500981329042,172.48914464534752,2.632455848050649,0.8525179856115108,5.7208225788177405,0.005720822578817741,0.051100000000000007,1397.6808852745028,291.7493657100314,11.476441841302679
PA 6,C-3,0,Cylinder,7.899999999999999,4.033333333333333,0.0,1495.693612936131,6.8566666666666665,0.308782555638538,6,197.7006874897934,198.1350126741522,1.9581921837560927,0.9978079331941544,6.314022125290561,0.006314022125290561,0.06856666666666666,1495.693612936131,432.0655874899745,8.76030638360035
PA 6,HC-1,1,Half Cylinder,3.0,3.033333333333333,0.0,1156.642516829012,3.98,0.0282842712474619,2,10.72068493037517,21.3628300444106,0.9886850488849832,0.5018382352941176,3.0110702110075778,0.003011070211007578,0.0398,1156.642516829012,119.6009132093054,3.952314831824095
PA 6,HC-2,1,Half Cylinder,7.833333333333333,2.9,0.0,1109.0085027785335,4.73,0.170880074906351,3,69.87971075750546,83.87616052771749,2.700218315523383,0.8331295843520783,5.624670305321818,0.005624670305321817,0.0473,1109.0085027785335,265.51481163083855,3.657701306162516
PA 6,HC-3,1,Half Cylinder,7.8,4.133333333333334,0.0,1153.3847437912375,5.54,0.3819685850956853,3,98.75282347294156,98.4260978369682,1.8866403289526723,1.0033195020746888,6.31194508731851,0.00631194508731851,0.0554,1153.3847437912375,348.9823943217706,4.188217828886833
PA 6,HC-4,1,Half Cylinder,7.833333333333333,7.900000000000001,0.0,1165.6317870526975,6.075,0.5990242065225745,6,190.36197068423905,145.39901666051762,0.9914356832468462,1.309238363892807,7.8554928101795065,0.007855492810179507,0.06075,1165.6317870526975,476.2667458419682,4.676430113949005
PLA C,C-1,0,Cylinder,4.96,3.053333333333333,0.0,1375.9288609415146,6.84,0.6493586579592721,4,58.99666378093672,86.22205757532308,1.623922296191204,0.6842409638554215,4.219352965144599,0.004219352965144599,0.0684,1375.9288609415146,288.0265353302588,4.467051044300968
PLA C,C-10,0,Cylinder,3.01,3.1633333333333336,0.0,1376.7922808301637,6.011666666666667,0.4046438763489035,6,22.509602730957205,44.14466513057013,0.951227220056884,0.50990539093181,3.060266979900174,0.003060266979900174,0.060116666666666665,1376.7922808301637,183.6051038417821,4.203856233906211
PLA C,C-11,0,Cylinder,4.949999999999999,3.063333333333333,0.0,1327.1197019583308,6.35,0.7012845356914693,4,58.95145600085216,86.12597720000075,1.6153595126726856,0.6844793860969004,4.218274958856939,0.0042182749588569384,0.0635,1327.1197019583308,267.32473896764077,4.512513539911044
PLA C,C-12,0,Cylinder,2.966666666666667,3.16,0.0,1343.5231573638075,6.1883333333333335,0.4519033820040148,6,21.843109747974395,43.27613693490021,0.9385215649056208,0.5047379755922469,3.029759776149899,0.003029759776149899,0.06188333333333333,1343.5231573638075,187.11665087911476,3.582738907930439
PLA C,C-13,0,Cylinder,5.01,5.166666666666667,0.0,1322.6323882222914,6.364,1.0973057914729147,5,101.85345761231017,120.74727072035638,0.9694897761723535,0.8435259613295676,5.061687142772572,0.005061687142772572,0.06364,1322.6323882222914,321.48151822651437,5.317457235745687
PLA C,C-14,0,Cylinder,5.046666666666667,5.163333333333333,0.0,1304.8460557374003,6.756666666666667,0.5424327915358125,3,103.28310491552844,121.8688018443954,0.9772155166849544,0.8474942179820758,5.085259673750919,0.005085259673750919,0.06756666666666666,1304.8460557374003,342.9068571991909,4.479668681391267
PLA C,C-15,0,Cylinder,5.050000000000001,3.083333333333333,0.0,1381.2104898250575,5.91,0.0707106781186545,2,61.75798470796724,88.97644893435793,1.6373068194099216,0.6940936106983656,4.28418034830689,0.00428418034830689,0.0591,1381.2104898250575,252.68866846776731,6.160378187221893
PLA C,C-16,0,Cylinder,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,6.2,0.3748066168039195,6,24.237159266089662,46.3632055026577,1.009301828290388,0.5227671167969675,3.1366347176037794,0.0031366347176037795,0.062,1283.3602098052745,194.08240978645145,3.051765678485177
PLA C,C-17,0,Cylinder,5.003333333333333,5.223333333333334,0.0,1327.7343009704643,6.9350000000000005,1.8230103309270267,4,102.69670229939284,121.42491225573568,0.9576979518917882,0.8457630348795397,5.075617338334155,0.005075617338334155,0.06935000000000001,1327.7343009704643,351.29007428864674,4.56076055186955
PLA C,C-18,0,Cylinder,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,6.801666666666667,1.0251910391076713,6,104.02413483130036,122.45313807796312,0.974105249630534,0.8495015845577643,5.097392516564954,0.005097392516564953,0.06801666666666667,1341.8417370160662,346.0142323730229,4.965387916981268
PLA C,C-19,0,Cylinder,3.063333333333333,1.09,0.0,1305.502394114361,3.114,1.2169552169246,5,8.033501750245025,25.230252774027264,2.8078215704246867,0.3184075015893197,2.170725978442771,0.002170725978442771,0.031139999999999998,1305.502394114361,67.46121415477046,9.02180615300736
PLA C,C-2,0,Cylinder,4.8933333333333335,3.81,0.0,1330.2245463661332,6.2275,0.3278592177546131,4,71.65136341434423,96.18286105596496,1.284002449050993,0.7449493873201918,4.501717029262767,0.004501717029262766,0.062275,1330.2245463661332,279.7837391413441,5.054283983497589
PLA C,C-20,0,Cylinder,5.053333333333334,5.203333333333333,0.0,1332.4164123038806,7.46,0.0,1,104.358402616748,122.71772999256548,0.9709857170306796,0.8503938479229552,5.10284661072822,0.00510284661072822,0.0746,1332.4164123038806,379.9110124460046,4.018830086940672
PLA C,C-21,0,Cylinder,4.946666666666666,3.863333333333333,0.0,1355.82365658398,6.045,0.2333452377915607,2,74.24673410186078,98.4744085506634,1.2800828085913916,0.7539698404348587,4.555427696149252,0.004555427696149252,0.06045,1355.82365658398,274.8248530237578,5.846322917601476
PLA C,C-22,0,Cylinder,3.08,3.126666666666667,0.0,1286.2697627139228,6.066,0.4507549223247599,5,23.295546222479445,45.1551584075973,0.984759671746776,0.5158999999999999,3.0954776468453162,0.003095477646845316,0.06066,1286.2697627139228,187.3961307095216,3.1783312177937204
PLA C,C-23,0,Cylinder,5.079999999999999,5.23,0.0,1328.3740942968943,7.386,0.5366842647218195,5,106.00320462719652,124.00368858543484,0.971133626457656,0.8548391248391249,5.12951579139647,0.0051295157913964695,0.07386,1328.3740942968943,378.1083042798381,4.0713735676085925
PLA C,C-24,0,Cylinder,5.079999999999999,5.11,0.0,1383.2933822923117,6.480000000000001,0.0,1,103.57100872752852,122.08857370380652,0.9939346507532768,0.848326797385621,5.089980379290922,0.005089980379290922,0.06480000000000001,1383.2933822923117,329.17106712089566,6.1211757482470865
PLA C,C-25,0,Cylinder,3.203333333333333,1.096666666666667,0.0,1156.75446320266,3.3120000000000003,0.3589846793388261,5,8.838301051785287,27.15486224678645,2.9183115699969626,0.3254776611076796,2.2409197439670177,0.002240919743967018,0.033120000000000004,1156.75446320266,74.07082339634727,4.250585861857543
PLA C,C-26,0,Cylinder,3.036666666666666,3.1533333333333338,0.0,1378.0519705812108,6.88,0.3332416540590328,5,22.83778644407648,44.56755840832835,0.9626968191905312,0.5124307289808538,3.0750678924729242,0.003075067892472924,0.0688,1378.0519705812108,211.1415416601329,3.235921843612421
PLA C,C-27,0,Cylinder,4.903333333333333,3.1466666666666665,0.0,1383.455477102581,6.674,0.8090302837347931,5,59.41874257171069,86.23827168407408,1.5577676585830775,0.6890066488042078,4.229391211742436,0.004229391211742436,0.06674000000000001,1383.455477102581,281.7050303327468,4.796858169658544
PLA C,C-28,0,Cylinder,3.02,3.1633333333333336,0.0,1379.6321948551729,6.793333333333334,0.0709459888459759,3,22.65941664522711,44.338763196684425,0.954387443379332,0.5110520684736092,3.067041232341156,0.0030670412323411562,0.06793333333333335,1379.6321948551729,207.93762571494184,3.324114482057265
PLA C,C-29,0,Cylinder,3.1,1.1266666666666667,0.0,1277.0251457480535,4.035,0.1484924240491748,2,8.503715354614414,26.067888641936907,2.74903931421815,0.326214196762142,2.2122775443896567,0.0022122775443896565,0.040350000000000004,1277.0251457480535,89.0868681182904,4.969046711171182
PLA C,C-3,0,Cylinder,3.043333333333333,3.2000000000000006,0.0,1400.6483648090384,6.658333333333334,0.5383090809810542,6,23.277637748090584,45.14344724831641,0.9507445589919814,0.5156371337804448,3.094684226320355,0.0030946842263203547,0.06658333333333334,1400.6483648090384,205.64228261969197,3.6837353119172516
PLA C,C-5,0,Cylinder,5.016666666666667,5.18,0.0,1357.3041290770643,5.779999999999999,1.400071426749364,2,102.38825267506,121.17061778372012,0.9682815415299492,0.8449924127465857,5.070530702165158,0.005070530702165158,0.05779999999999999,1357.3041290770643,292.4905212359758,7.147220004277296
PLA C,C-6,0,Cylinder,4.9366666666666665,3.773333333333333,0.0,1355.7608897293642,6.415000000000001,0.261629509039023,2,72.22418687438933,96.8019817015249,1.3079572551443963,0.7461023587004894,4.513681666106022,0.004513681666106022,0.06415000000000001,1355.7608897293642,288.97357352293994,5.1428951440183415
PLA C,C-7,0,Cylinder,3.06,3.18,0.0,1382.896326542447,6.488333333333333,0.5537297776593436,6,23.386210492066944,45.27851827912826,0.9619616472807292,0.5164968152866242,3.09948822630418,0.00309948822630418,0.06488333333333333,1382.896326542447,200.70291749453614,3.7140235501144283
PLA C,C-8,0,Cylinder,4.903333333333333,3.1133333333333333,0.0,1388.6968175275292,6.445,0.4665118790913405,4,58.78930673938324,85.72479581813735,1.5744407577865782,0.6857911550364382,4.214403874106737,0.004214403874106737,0.06445000000000001,1388.6968175275292,271.0750930268068,5.195261178236386
PLA C,C-9,0,Cylinder,5.036666666666666,5.2,0.0,1356.6784319577137,7.240000000000001,0.5940538696111665,3,103.60474454570615,122.12838466404452,0.9684035121451,0.848326495357374,5.09053296639705,0.00509053296639705,0.0724,1356.6784319577137,367.8174775936122,4.565292278222267
PLA CUBE,CUBE-1,2,Cube,5.2,5.113333333333333,5.13,1035.8988434882212,5.43,0.0,1,136.40328,158.99346666666668,1.016750309587434,0.8579121202121498,5.147641236094145,0.005147641236094146,0.054299999999999994,1035.8988434882212,278.95788528167225,0.8671850298844299
PLA CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,6.048333333333333,0.4939804314612744,6,28.8012562962963,56.40086666666668,1.0097065714604487,0.5106436718931814,3.065282298912351,0.0030652822989123514,0.060483333333333326,1006.9005220348412,185.02769406379028,0.09774436376544422
PLA CUBE,CUBE-11,2,Cube,3.056666666666666,3.0766666666666667,3.1833333333333336,1018.8006074278508,5.829999999999999,0.4195235392680604,6,29.937163148148144,57.85757777777778,0.9931766489764972,0.5174196168998534,3.105061559424374,0.003105061559424374,0.05829999999999999,1018.8006074278508,180.6630387366121,0.24904987350332317
PLA CUBE,CUBE-13,2,Cube,3.0966666666666662,3.123333333333333,1.0833333333333333,1059.3709927290636,3.5725,0.3626177969524757,4,10.477915740740738,32.8205111111111,0.9911447775525444,0.3192392850307747,2.188223279093855,0.002188223279093855,0.035725,1059.3709927290636,78.0179280923367,1.3790738076098568
PLA CUBE,CUBE-14,2,Cube,5.01,3.9933333333333336,3.06,1140.1466274299416,5.868333333333333,0.4097031445652652,6,61.220196,95.1136,1.2542768922640406,0.6436466746430095,3.941228112261711,0.003941228112261711,0.05868333333333333,1140.1466274299416,230.82183424844894,2.13214033131159
PLA CUBE,CUBE-15,2,Cube,2.99,2.9766666666666666,3.12,1098.35783619617,6.0840000000000005,0.2590945773265044,5,27.768728000000003,55.03246666666667,1.004141945594985,0.5045789349995519,3.028205394912564,0.003028205394912564,0.060840000000000005,1098.35783619617,183.86754419402746,1.0760573288392241
PLA CUBE,CUBE-16,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035677,6.0075,0.8807335957408842,4,132.53489333333334,155.9804,1.0017818253811126,0.8496839580445703,5.098511590947067,0.0050985115909470665,0.060075,1075.1885516035677,305.68049765849275,1.4291767631888204
PLA CUBE,CUBE-17,2,Cube,3.143333333333333,3.1733333333333333,1.1566666666666665,1022.745684250762,3.86,0.1385640646055098,3,11.53757007407407,34.56224444444444,0.9902341699044418,0.3338103890281219,2.259634085566998,0.002259634085566998,0.038599999999999995,1022.745684250762,87.04743195148033,0.4918584962996946
PLA CUBE,CUBE-18,2,Cube,5.07,5.066666666666666,5.113333333333333,1071.9345210421966,6.73,0.0360555127546393,3,131.35130666666666,155.0403111111111,1.0004604354403737,0.847201985879319,5.083288974500188,0.005083288974500188,0.0673,1071.9345210421966,341.42113728789496,1.0875247193175015
PLA CUBE,CUBE-19,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,5.755,0.4596194077712561,2,133.42085866666665,156.6679111111111,1.0083591127492926,0.8516103017531238,5.1098471629190305,0.0051098471629190305,0.05755,1039.5675862536796,293.4835608175382,0.8405223456734134
PLA CUBE,CUBE-2,2,Cube,5.063333333333333,5.043333333333333,5.180000000000001,1028.9023828473678,6.28,0.411873767069475,6,132.27688288888888,155.7772222222222,1.0037666027886076,0.8491359125936873,5.095200956399805,0.005095200956399805,0.06280000000000001,1028.9023828473678,319.33866282178394,0.5232523666235244
PLA CUBE,CUBE-20,2,Cube,5.063333333333333,5.043333333333333,5.180000000000001,1028.9023828473678,6.03,0.0,1,132.27688288888888,155.7772222222222,1.0037666027886076,0.8491359125936873,5.095200956399805,0.005095200956399805,0.0603,1028.9023828473678,306.6261364355664,0.5675392010606232
PLA CUBE,CUBE-21,2,Cube,3.1533333333333338,3.1300000000000003,1.0933333333333335,1047.156602238975,3.673333333333333,0.5967132197854063,6,10.791127111111114,33.47942222222223,1.0071329713616524,0.3223115598568716,2.209813399962042,0.0022098133999620424,0.036733333333333326,1047.156602238975,81.0114646008218,1.0551008724884483
PLA CUBE,CUBE-22,2,Cube,3.11,3.06,3.1533333333333338,1046.3523424230025,6.103333333333333,0.3563518860153074,6,30.00901200000001,57.94533333333335,1.0160078405749755,0.5178759426825972,3.1075436123520803,0.0031075436123520804,0.06103333333333333,1046.3523424230025,189.28441765027418,0.5286616099544628
PLA CUBE,CUBE-23,2,Cube,4.95,3.786666666666666,3.123333333333333,1052.2043681512769,5.454999999999999,0.3229705868960824,6,58.54375999999999,92.06304444444444,1.3068731848983546,0.6359025432054303,3.8829357453454456,0.0038829357453454456,0.054549999999999994,1052.2043681512769,211.39051661877684,0.9270052272585559
